#,"Date Time, GMT-05:00","Full Range, μS/cm","Temp, °C","SpC, μS/cm"
1,5/8/23 12:43,21,23.35,21.8
2,5/8/23 12:58,1222.9,21.39,1322.8
3,5/8/23 13:13,1223.5,21.29,1326.4
4,5/8/23 13:28,1223.1,21.23,1327.7
5,5/8/23 13:43,1224,21.22,1329
6,5/8/23 13:58,1224.8,21.21,1330.2
7,5/8/23 14:13,1225.7,21.19,1331.7
8,5/8/23 14:28,1225.7,21.21,1331.1
9,5/8/23 14:43,1225.7,21.19,1331.7
10,5/8/23 14:58,1225.3,21.19,1331.3
11,5/8/23 15:13,1225.3,21.19,1331.3
12,5/8/23 15:28,1224.4,21.19,1330.3
13,5/8/23 15:43,1224.9,21.19,1330.9
14,5/8/23 15:58,1225.3,21.19,1331.3
15,5/8/23 16:13,1227.4,21.19,1333.6
16,5/8/23 16:28,1227.8,21.19,1334
17,5/8/23 16:43,1228.3,21.19,1334.6
18,5/8/23 16:58,1228.7,21.18,1335.3
19,5/8/23 17:13,1227.8,21.18,1334.3
20,5/8/23 17:28,1227.9,21.17,1334.7
21,5/8/23 17:43,1226.6,21.15,1333.9
22,5/8/23 17:58,1226.2,21.15,1333.5
23,5/8/23 18:13,1226.6,21.15,1333.9
24,5/8/23 18:28,1226.2,21.15,1333.5
25,5/8/23 18:43,1226.2,21.15,1333.5
26,5/8/23 18:58,1226.6,21.15,1333.9
27,5/8/23 19:13,1226.6,21.14,1334.2
28,5/8/23 19:28,1227.1,21.14,1334.7
29,5/8/23 19:43,1227.1,21.14,1334.7
30,5/8/23 19:58,1227.9,21.15,1335.3
31,5/8/23 20:13,1228.3,21.14,1336
32,5/8/23 20:28,1228.7,21.14,1336.5
33,5/8/23 20:43,1228.7,21.14,1336.5
34,5/8/23 20:58,1228.7,21.14,1336.5
35,5/8/23 21:13,1229.2,21.14,1337
36,5/8/23 21:28,1229.2,21.14,1337
37,5/8/23 21:43,1230,21.14,1337.9
38,5/8/23 21:58,1230,21.14,1337.9
39,5/8/23 22:13,1230.4,21.14,1338.3
40,5/8/23 22:28,1230.4,21.14,1338.3
