DateTime,RECORD,LoggerID,BattV,PTemp_C,Avg_220915_04_10,Avg_220915_04_20,Avg_220915_04_30,Avg_220915_04_40,Avg_220915_07_10,Avg_220915_07_20,Avg_220915_07_30,Avg_220915_07_40,Avg_220915_08_10,Avg_220915_08_20,Avg_220915_08_30,Avg_220915_08_40,Avg_220916_05_0,Std_220915_04_10,Std_220915_04_20,Std_220915_04_30,Std_220915_04_40,Std_220915_07_10,Std_220915_07_20,Std_220915_07_30,Std_220915_07_40,Std_220915_08_10,Std_220915_08_20,Std_220915_08_30,Std_220915_08_40,Std_220916_05_0
3/9/23 11:30,0,DL42389,12.76,24.99,234.768,-146.8868,-216.4116,-373.6903,143.3074,-337.9924,-432.9445,-398.8815,172.2169,-165.6242,-196.2693,-240.5051,-20.55777,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/23 11:45,1,DL42389,12.84,26.07,237.256,-200.3265,-216.6472,-373.7144,142.8226,-339.5681,-433.2467,-398.5921,172.7397,-165.809,-196.7468,-240.9828,-21.2669,1.77261,11.76856,0.4393458,0.1391312,1.758507,0.4827581,0.4557474,0.8497454,0.5331002,0.2376555,0.3066944,0.4792987,2.970753
3/9/23 12:00,2,DL42389,12.88,26.4,240.021,-212.9338,-217.414,-373.7168,138.7724,-340.106,-431.9546,-398.7555,172.4029,-165.9319,-196.4455,-241.7781,-19.40439,2.021637,0.2595337,0.3832595,0.2544033,1.300761,0.1838208,0.3610609,0.1528365,0.1899892,0.04756632,0.0899408,0.3233751,0.09281704
3/9/23 12:15,3,DL42389,12.93,26.58,240.8534,-214.1126,-218.7332,-373.0771,138.8195,-340.7064,-431.8182,-399.1294,171.7506,-166.096,-196.1569,-242.9317,-19.8915,0.1650126,0.368363,0.3780843,0.04813806,1.078249,0.1854535,0.2292986,0.06726112,0.1951029,0.06704703,0.06048512,0.339646,2.879326
3/9/23 12:30,4,DL42389,12.94,26.75,241.716,-215.2017,-219.3022,-373.3251,136.9665,-340.9834,-432.0689,-400.1201,171.0527,-166.2718,-195.9397,-243.8843,-17.79568,0.3205332,0.2760544,0.5616836,0.1380406,1.324036,0.139107,0.215509,0.3600396,0.2104497,0.0488608,0.05733216,0.25533,0.05820123
3/9/23 12:45,5,DL42389,13.02,26.82,240.1165,-216.1365,-219.7577,-373.9078,134.191,-341.2404,-432.3213,-401.2093,170.292,-166.4515,-195.7814,-244.0112,-17.7545,1.39352,0.3853842,0.3859331,0.1630529,2.439552,0.177201,0.2585287,0.5908962,0.2270893,0.04695303,0.04461121,0.09906463,0.06637273
3/9/23 13:00,6,DL42389,13.03,26.86,237.0607,-217.1208,-222.0539,-374.3639,141.1023,-341.9437,-432.7597,-401.1008,169.5005,-166.6072,-195.6618,-243.8071,-19.78383,0.8289109,0.254763,1.042666,0.1084567,12.10328,0.1544568,0.04489769,0.1710325,0.2306914,0.05299973,0.01428487,0.04292453,5.319648
3/9/23 13:15,7,DL42389,13.12,26.88,234.766,-217.9779,-222.6244,-374.4531,165.8752,-342.5365,-432.6519,-401.8063,168.6774,-166.8053,-195.6643,-244.0915,-17.79033,0.4559742,0.2270729,0.2959916,0.2231353,3.660755,0.2131817,0.1415167,0.2822166,0.2380778,0.05826101,0.01334336,0.1164455,0.07167474
3/9/23 13:30,8,DL42389,13.18,26.88,236.7333,-218.9195,-222.6337,-374.5604,171.8605,-343.1106,-433.1049,-402.4064,167.8382,-167.0138,-195.6811,-244.4783,-18.82189,2.205374,0.2187233,0.2429339,0.06285639,3.258123,0.08725491,0.1715466,0.5608225,0.2636735,0.06480395,0.019845,0.2325234,3.30992
3/9/23 13:45,9,DL42389,13.24,26.85,246.496,-219.5198,-223.888,-375.1696,179.3094,-343.3792,-433.6348,-402.8735,166.9482,-167.2487,-195.7546,-245.3155,-17.91405,4.662253,0.09570345,0.2297961,0.1974787,0.9551893,0.09160464,0.1976344,0.2721444,0.2514868,0.08055189,0.03602892,0.168408,0.0884465
3/9/23 14:00,10,DL42389,13.3,26.87,268.1368,-220.1564,-224.3153,-375.2315,187.3768,-343.634,-433.8696,-402.968,166.0581,-167.4232,-195.8165,-245.8054,-18.06405,5.692278,0.2661548,0.3040064,0.1146934,2.626818,0.0885272,0.1669997,0.4648331,0.2688695,0.04918782,0.01683494,0.1272799,0.04850602
