DateTime,RECORD,LoggerID,BattV,PTemp_C,Avg_220915_11_10,Avg_220915_11_20,Avg_220915_11_30,Avg_220915_11_40,Avg_220915_19_10,Avg_220915_19_20,Avg_220915_19_30,Avg_220915_19_40,Avg_220915_06_10,Avg_220915_06_20,Avg_220915_06_30,Avg_220915_06_40,Avg_220916_01_0,Std_220915_11_10,Std_220915_11_20,Std_220915_11_30,Std_220915_11_40,Std_220915_19_10,Std_220915_19_20,Std_220915_19_30,Std_220915_19_40,Std_220915_06_10,Std_220915_06_20,Std_220915_06_30,Std_220915_06_40,Std_220916_01_0
3/9/23 14:15,0,DL42391,13.36,28.37,-154.6154,-238.5632,-196.607,-250.8793,-269.0617,-302.5288,-109.6883,-393.4246,-329.1295,-259.3315,-223.0697,-185.0989,3.297217,1.072331,5.492509,0.4870825,0.5084947,1.072821,0.513181,0.4017954,0.4249961,0.9468139,0.6325652,0.4615256,0.4986627,0.4845944
3/9/23 14:30,1,DL42391,13.36,28.34,-157.8775,-250.7247,-196.0845,-250.1005,-266.0853,-301.6815,-109.2432,-392.95,-327.643,-259.4283,-223.1231,-183.5001,3.930882,1.086282,2.501305,0.7060925,0.732845,1.07326,0.6834635,0.769946,0.8190244,0.8223695,0.6144073,0.73053,0.9043578,0.2039121
3/9/23 14:45,2,DL42391,13.35,28.21,-159.9638,-255.4639,-195.6105,-249.4837,-263.317,-301.0334,-108.7343,-392.3623,-327.1179,-258.8133,-222.8607,-183.6322,4.321519,0.5425273,0.9061452,0.07772367,0.0821192,0.3749587,0.06031493,0.05635804,0.06550591,0.2807538,0.8359152,0.287401,0.5574799,0.0918918
3/9/23 15:00,3,DL42391,13.35,28.14,-161.398,-257.9695,-195.4859,-249.1145,-262.3242,-301.2264,-108.5018,-391.9996,-328.1627,-257.744,-222.6919,-184.8174,4.583332,0.3033069,0.6729265,0.04231962,0.1746285,0.5628928,0.1775924,0.08925914,0.1093552,0.3115387,0.4091861,0.2608198,0.6184062,0.0749751
3/9/23 15:15,4,DL42391,13.35,28.17,-162.4622,-260.0797,-195.5593,-248.9861,-259.0179,-300.4245,-108.4579,-391.8459,-328.9369,-260.0684,-223.3023,-184.8261,4.83589,0.3174483,0.4848188,0.375583,0.6053918,1.062655,0.9795648,0.8764867,0.7225183,0.5424989,0.6233764,0.2000477,0.4664686,0.103092
3/9/23 15:30,5,DL42391,13.33,28.21,-163.4913,-261.7082,-195.5324,-248.4575,-257.7425,-300.2156,-108.0491,-391.3942,-329.7243,-263.4524,-223.1275,-184.3839,5.087625,0.2235001,0.5027419,0.03119422,0.1137028,0.0843192,0.4149923,0.06016272,0.09146105,0.2677584,1.181053,0.334472,0.4033922,0.07771027
3/9/23 15:45,6,DL42391,13.33,28.26,-164.2243,-262.7599,-195.5319,-248.3142,-256.4092,-304.2092,-107.9172,-391.2135,-330.505,-265.6951,-223.3419,-184.8171,5.294663,0.2945221,0.2714229,0.03893559,0.07854554,0.3083484,0.405669,0.06138814,0.05294835,0.2175145,0.7419825,0.1641641,0.4318546,0.07308906
3/9/23 16:00,7,DL42391,13.33,28.32,-161.8931,-256.079,-193.8495,-248.1738,-262.4794,-303.9252,-107.9057,-391.041,-329.8206,-267.6452,-223.3563,-184.4955,5.592343,2.192461,5.062141,1.140704,0.2846434,6.106191,0.06000371,0.03590363,0.06311793,1.068643,0.5127192,0.2736724,0.3376391,0.1029493
3/9/23 16:15,8,DL42391,13.33,28.32,-158.7896,-251.6657,-193.2847,-247.5581,-262.5315,-304.0117,-107.723,-390.7467,-328.6998,-267.2396,-223.2198,-182.8681,6.0193,0.3337935,1.210397,0.4426986,0.2575169,0.7395109,0.2950305,0.1708753,0.1935081,0.3142782,0.9599832,0.2611476,0.7742367,0.2793297
3/9/23 16:30,9,DL42391,13.33,28.22,-159.2865,-255.8072,-193.9809,-247.2596,-262.5063,-304.358,-107.74,-390.6835,-329.82,-269.3401,-224.0217,-182.4568,6.176167,0.3564994,1.358018,0.3394575,0.2098532,0.505871,0.2679808,0.3221861,0.329567,0.6217207,0.7543666,0.4785614,0.7653121,0.3133256
