#,"Date Time, GMT-05:00","Full Range, μS/cm","Temp, °C","SpC, μS/cm"
1,5/8/23 13:04,10.9,23.31,11.3
2,5/8/23 13:19,2197.7,21.61,2365.6
3,5/8/23 13:34,2193.5,21.52,2365.8
4,5/8/23 13:49,2207.7,21.47,2383.8
5,5/8/23 14:04,2214.4,21.43,2393.1
6,5/8/23 14:19,2209.7,21.39,2390.2
7,5/8/23 14:34,2197.4,21.38,2377.4
8,5/8/23 14:49,2186.9,21.36,2367.1
9,5/8/23 15:04,2180.8,21.35,2361
10,5/8/23 15:19,2175.1,21.34,2355.4
11,5/8/23 15:34,2172,21.34,2352
12,5/8/23 15:49,2168.5,21.34,2348.2
13,5/8/23 16:04,2164.6,21.33,2344.5
14,5/8/23 16:19,2161.5,21.33,2341.2
15,5/8/23 16:34,2158.9,21.33,2338.3
16,5/8/23 16:49,2155.8,21.31,2336
17,5/8/23 17:04,2154.1,21.31,2334.2
18,5/8/23 17:19,2152.3,21.31,2332.2
19,5/8/23 17:34,2150.1,21.31,2329.9
20,5/8/23 17:49,2148.4,21.31,2328
21,5/8/23 18:04,2146.6,21.31,2326.1
22,5/8/23 18:19,2145.8,21.3,2325.7
23,5/8/23 18:34,2144.4,21.3,2324.2
24,5/8/23 18:49,2144,21.3,2323.8
25,5/8/23 19:04,2142.7,21.3,2322.4
26,5/8/23 19:19,2142.7,21.3,2322.4
27,5/8/23 19:34,2142.2,21.3,2321.8
28,5/8/23 19:49,2141.4,21.3,2320.9
29,5/8/23 20:04,2140.5,21.3,2320
30,5/8/23 20:19,2139.6,21.3,2319
31,5/8/23 20:34,2139.6,21.3,2319
32,5/8/23 20:49,2138.3,21.3,2317.6
33,5/8/23 21:04,2137.4,21.3,2316.6
34,5/8/23 21:19,2136.6,21.29,2316.3
35,5/8/23 21:34,2135.7,21.3,2314.8
36,5/8/23 21:49,2135.7,21.3,2314.8
37,5/8/23 22:04,2135.2,21.3,2314.2
38,5/8/23 22:19,2133.9,21.3,2312.8
