"sensorID","transect","plot","tidal","start_dateTime","end_dateTime","total_reads","result_errors","temp_errors","min_result","mean_result","max_result","min_temp","mean_temp","max_temp"
21414145,"Old",4,"intertidal",2023-03-09 13:39:00,2023-05-08 11:54:00,5750,0,0,4.02,6.98516,7.32,13.21,18.8951147826087,34.41
21446317,"Old",5,"subtidal",2023-03-09 13:41:00,2023-05-08 11:26:00,5748,0,0,3.78,7.07212247738344,7.44,13.86,19.1539457202505,34.41
21446319,"Old",1,"supratidal",2023-03-09 13:34:00,2023-05-08 12:34:00,5753,0,0,3.76,6.77746914653224,7.96,17.32,19.5216930297236,33.31
21446320,"Young",4,"subtidal",2023-03-08 14:34:00,2023-05-08 12:49:00,5846,0,0,6.79,6.91594423537461,7.51,12.29,17.5153592199795,21.22
21446321,"Young",1,"supratidal",2023-03-08 14:39:00,2023-05-08 13:24:00,5848,0,0,6.99,7.44650991792066,7.92,14,17.4336303009576,20.13
21446324,"Young",3,"intertidal",2023-03-08 14:36:00,2023-05-08 13:06:00,5847,0,0,6.48,6.61109115785873,7.11,13.14,17.4088079356935,21.13
