"sensorID","transect","plot","tidal","start_dateTime","end_dateTime","total_reads","result_errors","temp_errors","min_result","mean_result","max_result","min_temp","mean_temp","max_temp"
21445979,"Old",5,"subtidal",2023-05-08 12:00:00,2023-07-12 12:45:00,6244,0,0,7.6,1414.46981101858,1821.6,21.98,24.5057847533632,27.48
21445984,"Young",1,"supratidal",2023-05-08 13:27:00,2023-07-11 11:57:00,6139,0,0,153.7,1327.9362111093,1454.1,20.55,24.3563332790357,28.59
21445985,"Old",1,"supratidal",2023-05-08 12:43:00,2023-07-12 11:58:00,6238,0,0,21,1259.15753446618,1334.9,20.93,24.0093170888105,26.37
21445986,"Old",4,"intertidal",2023-05-08 12:11:00,2023-07-12 12:11:00,6241,0,0,6.6,1657.81656785772,1788.6,21.21,23.7922111841051,30.02
21445994,"Young",4,"subtidal",2023-05-08 13:04:00,2023-07-11 11:34:00,6139,0,0,10.9,2367.67432806646,3348.8,21.29,25.6448525818537,28.44
21445995,"Young",3,"intertidal",2023-05-08 13:11:00,2023-07-11 11:26:00,6138,0,0,0.2,1293.90413815575,1396.5,20.47,24.552531769306,27.38
