#,"Date Time, GMT-05:00","Full Range, μS/cm","Temp, °C","SpC, μS/cm"
1,5/8/23 13:27,153.7,23.4,159.1
2,5/8/23 13:42,1308.5,20.89,1431.3
3,5/8/23 13:57,1295.9,20.76,1421.6
4,5/8/23 14:12,1293.6,20.7,1421
5,5/8/23 14:27,1302.7,20.64,1432.9
6,5/8/23 14:42,1307.7,20.61,1439.4
7,5/8/23 14:57,1306.5,20.59,1438.7
8,5/8/23 15:12,1306.9,20.58,1439.5
9,5/8/23 15:27,1308.2,20.57,1441.3
10,5/8/23 15:42,1308.2,20.57,1441.3
11,5/8/23 15:57,1305.3,20.57,1438.1
12,5/8/23 16:12,1293.7,20.57,1425.3
13,5/8/23 16:27,1287.6,20.57,1418.6
14,5/8/23 16:42,1283.9,20.57,1414.5
15,5/8/23 16:57,1280.2,20.57,1410.4
16,5/8/23 17:12,1278.1,20.57,1408.1
17,5/8/23 17:27,1277.3,20.57,1407.2
18,5/8/23 17:42,1276.5,20.55,1407
19,5/8/23 17:57,1276.9,20.57,1406.8
20,5/8/23 18:12,1276.9,20.57,1406.8
21,5/8/23 18:27,1276.9,20.55,1407.4
22,5/8/23 18:42,1276.9,20.55,1407.4
23,5/8/23 18:57,1276.9,20.55,1407.4
24,5/8/23 19:12,1276.9,20.55,1407.4
25,5/8/23 19:27,1276.9,20.55,1407.4
26,5/8/23 19:42,1276.9,20.55,1407.4
27,5/8/23 19:57,1276.9,20.57,1406.8
28,5/8/23 20:12,1276.9,20.55,1407.4
29,5/8/23 20:27,1276.9,20.57,1406.8
30,5/8/23 20:42,1277.3,20.57,1407.2
31,5/8/23 20:57,1276.9,20.57,1406.8
32,5/8/23 21:12,1277.7,20.57,1407.7
33,5/8/23 21:27,1277.3,20.57,1407.2
34,5/8/23 21:42,1277.3,20.57,1407.2
35,5/8/23 21:57,1277.7,20.57,1407.7
36,5/8/23 22:12,1277.7,20.58,1407.3
37,5/8/23 22:27,1278.1,20.58,1407.8
