"sampleID","sample_date","sample_time","area","transect","plot","medium","depth","Year","DOY","parameter","result_value","unit","constituent","instrument","ddl","detection_FLAG"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"pH",6.85,"UNITS","CHEM","Probe",-10,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"SpC",951,"uS/CM","CHEM","Probe",-10,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"ORP",-165,"MV","CHEM","Probe",-1000,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"temp",31.9,"C","CHEM","Probe",-10,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"DOC",20.94,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"TC",99.971,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Cl",141.35,"MG/L","ANION","IC",0.1,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"SO4",6.83,"MG/L","ANION","IC",0.1,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"NH4",NA,"UG/L","NUTRIENT","NUTRIENT",0.091,NA
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"SRP",NA,"UG/L","NUTRIENT","NUTRIENT",0.019,NA
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"NO3",NA,"UG/L","NUTRIENT","NUTRIENT",0.15,NA
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Fe_II",20.25,"MG/L","TE","Hach",0.03,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Mn_OES",6.891388751,"MG/L","TE","ICP-OES",0.5,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Fe_OES",24.26975353,"MG/L","TE","ICP-OES",0.5,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"P",1.007765462,"MG/L","TE","ICP-OES",0.5,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Ca",139.4044109,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Mg",43.97831592,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Be",0.008,"UG/L","TE","ICP-MS",0.016,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Na",71775.06701,"UG/L","CATION","ICP-MS",27.4,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Al",13.73377047,"UG/L","TE","ICP-MS",0.7,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Si",14564.35799,"UG/L","TE","ICP-MS",30.7,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"K",1230.894154,"UG/L","CATION","ICP-MS",18.8,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"V",0.329785206,"UG/L","TE","ICP-MS",0.018,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Cr",0.117736573,"UG/L","TE","ICP-MS",0.042,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Mn",6316.608653,"UG/L","TE","ICP-MS",0.04,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Fe",23155.41932,"UG/L","TE","ICP-MS",0.66,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Co",1.912620556,"UG/L","TE","ICP-MS",0.002,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Ni",0.176,"UG/L","TE","ICP-MS",0.352,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Cu",0.165444172,"UG/L","TE","ICP-MS",0.039,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Zn",0.387,"UG/L","TE","ICP-MS",0.774,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"As",13.85219919,"UG/L","TE","ICP-MS",0.007,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Se",2.106140737,"UG/L","TE","ICP-MS",0.03,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Sr",508.824946,"UG/L","TE","ICP-MS",0.05,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Y",0.077812772,"UG/L","TE","ICP-MS",0.003,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Mo",0.22643162,"UG/L","TE","ICP-MS",0.028,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Ag",0.01,"UG/L","TE","ICP-MS",0.02,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Cd",0.0025,"UG/L","TE","ICP-MS",0.005,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Sn",0.0145,"UG/L","TE","ICP-MS",0.029,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Sb",0.109843262,"UG/L","TE","ICP-MS",0.038,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Ba",289.0723302,"UG/L","TE","ICP-MS",3.293,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"La",0.032951018,"UG/L","TE","ICP-MS",0.004,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Pr",0.007482531,"UG/L","TE","ICP-MS",0.003,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Ce",0.067912956,"UG/L","TE","ICP-MS",0.008,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Nd",0.038091017,"UG/L","TE","ICP-MS",0.004,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Sm",0.006713239,"UG/L","TE","ICP-MS",0.003,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Tb",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Gd_160",0.011646118,"UG/L","TE","ICP-MS",0.004,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Dy",0.006397104,"UG/L","TE","ICP-MS",0.003,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Ho",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Er",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Tm",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Yb",0.003165842,"UG/L","TE","ICP-MS",0.003,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Lu",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Tl",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Pb",0.013,"UG/L","TE","ICP-MS",0.026,"<"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"Th",0.006774068,"UG/L","TE","ICP-MS",0.002,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"U",0.07794643,"UG/L","TE","ICP-MS",0.005,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"DIC",79.031,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-1",2023-03-08,10H 5M 0S,"WLD","young",4,"WI",20,2023,67,"CaMg",183.38272682,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"pH",7,"UNITS","CHEM","Probe",-10,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"SpC",1398,"uS/CM","CHEM","Probe",-10,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"ORP",-150,"MV","CHEM","Probe",-1000,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"temp",29.2,"C","CHEM","Probe",-10,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"DOC",32.32,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"TC",201.761,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Cl",329.67,"MG/L","ANION","IC",0.1,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"SO4",0.05,"MG/L","ANION","IC",0.1,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"NH4",NA,"UG/L","NUTRIENT","NUTRIENT",0.091,NA
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"SRP",NA,"UG/L","NUTRIENT","NUTRIENT",0.019,NA
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"NO3",NA,"UG/L","NUTRIENT","NUTRIENT",0.15,NA
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Fe_II",29.75,"MG/L","TE","Hach",0.03,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Mn_OES",8.685086304,"MG/L","TE","ICP-OES",0.5,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Fe_OES",40.44213046,"MG/L","TE","ICP-OES",0.5,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"P",1.311691008,"MG/L","TE","ICP-OES",0.5,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Ca",277.6618789,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Mg",92.58891643,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Be",0.008,"UG/L","TE","ICP-MS",0.016,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Na",132241.1118,"UG/L","CATION","ICP-MS",27.4,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Al",6.10775232,"UG/L","TE","ICP-MS",0.7,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Si",19877.95589,"UG/L","TE","ICP-MS",30.7,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"K",1748.053538,"UG/L","CATION","ICP-MS",18.8,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"V",0.332834541,"UG/L","TE","ICP-MS",0.018,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Cr",0.139733933,"UG/L","TE","ICP-MS",0.042,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Mn",8106.960297,"UG/L","TE","ICP-MS",0.04,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Fe",38510.46742,"UG/L","TE","ICP-MS",0.66,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Co",4.137853167,"UG/L","TE","ICP-MS",0.002,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Ni",0.176,"UG/L","TE","ICP-MS",0.352,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Cu",0.222511758,"UG/L","TE","ICP-MS",0.039,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Zn",0.387,"UG/L","TE","ICP-MS",0.774,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"As",33.28198248,"UG/L","TE","ICP-MS",0.007,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Se",3.902836553,"UG/L","TE","ICP-MS",0.03,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Sr",1034.607606,"UG/L","TE","ICP-MS",0.05,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Y",0.098696093,"UG/L","TE","ICP-MS",0.003,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Mo",0.09228471,"UG/L","TE","ICP-MS",0.028,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Ag",0.01,"UG/L","TE","ICP-MS",0.02,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Cd",0.0025,"UG/L","TE","ICP-MS",0.005,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Sn",0.0145,"UG/L","TE","ICP-MS",0.029,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Sb",0.112272651,"UG/L","TE","ICP-MS",0.038,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Ba",411.8668667,"UG/L","TE","ICP-MS",3.293,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"La",0.020778087,"UG/L","TE","ICP-MS",0.004,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Pr",0.0015,"UG/L","TE","ICP-MS",0.003,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Ce",0.040255874,"UG/L","TE","ICP-MS",0.008,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Nd",0.053495193,"UG/L","TE","ICP-MS",0.004,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Sm",0.0015,"UG/L","TE","ICP-MS",0.003,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Tb",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Gd_160",0.006843368,"UG/L","TE","ICP-MS",0.004,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Dy",0.008696193,"UG/L","TE","ICP-MS",0.003,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Ho",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Er",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Tm",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Yb",0.003743006,"UG/L","TE","ICP-MS",0.003,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Lu",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Tl",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Pb",0.013,"UG/L","TE","ICP-MS",0.026,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"Th",0.001,"UG/L","TE","ICP-MS",0.002,"<"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"U",0.037689315,"UG/L","TE","ICP-MS",0.005,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"DIC",169.441,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-2",2023-03-08,10H 30M 0S,"WLD","young",4,"WI",30,2023,67,"CaMg",370.25079533,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"pH",7.67,"UNITS","CHEM","Probe",-10,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"SpC",232,"uS/CM","CHEM","Probe",-10,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"ORP",3,"MV","CHEM","Probe",-1000,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"temp",32.2,"C","CHEM","Probe",-10,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"DOC",6.817,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"TC",28.285,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Cl",16.56,"MG/L","ANION","IC",0.1,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"SO4",17.34,"MG/L","ANION","IC",0.1,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"NH4",NA,"UG/L","NUTRIENT","NUTRIENT",0.091,NA
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"SRP",NA,"UG/L","NUTRIENT","NUTRIENT",0.019,NA
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"NO3",NA,"UG/L","NUTRIENT","NUTRIENT",0.15,NA
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Fe_II",0.015,"MG/L","TE","Hach",0.03,"<"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Mn_OES",2.072721737,"MG/L","TE","ICP-OES",0.5,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Fe_OES",0.25,"MG/L","TE","ICP-OES",0.5,"<"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"P",0.25,"MG/L","TE","ICP-OES",0.5,"<"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Ca",37.06234732,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Mg",9.650809769,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Be",0.008,"UG/L","TE","ICP-MS",0.016,"<"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Na",16181.62727,"UG/L","CATION","ICP-MS",27.4,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Al",3.820907405,"UG/L","TE","ICP-MS",0.7,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Si",4575.158006,"UG/L","TE","ICP-MS",30.7,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"K",3173.13426,"UG/L","CATION","ICP-MS",18.8,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"V",1.612210856,"UG/L","TE","ICP-MS",0.018,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Cr",0.021,"UG/L","TE","ICP-MS",0.042,"<"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Mn",1900.231054,"UG/L","TE","ICP-MS",0.04,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Fe",59.82735263,"UG/L","TE","ICP-MS",0.66,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Co",0.590150176,"UG/L","TE","ICP-MS",0.002,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Ni",1.342106766,"UG/L","TE","ICP-MS",0.352,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Cu",0.360035556,"UG/L","TE","ICP-MS",0.039,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Zn",0.387,"UG/L","TE","ICP-MS",0.774,"<"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"As",2.880026144,"UG/L","TE","ICP-MS",0.007,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Se",0.325758369,"UG/L","TE","ICP-MS",0.03,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Sr",119.8155632,"UG/L","TE","ICP-MS",0.05,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Y",0.076889219,"UG/L","TE","ICP-MS",0.003,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Mo",1.060531905,"UG/L","TE","ICP-MS",0.028,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Ag",0.01,"UG/L","TE","ICP-MS",0.02,"<"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Cd",0.00616496,"UG/L","TE","ICP-MS",0.005,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Sn",0.071700234,"UG/L","TE","ICP-MS",0.029,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Sb",0.1415422,"UG/L","TE","ICP-MS",0.038,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Ba",93.00324648,"UG/L","TE","ICP-MS",3.293,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"La",0.061074601,"UG/L","TE","ICP-MS",0.004,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Pr",0.016188717,"UG/L","TE","ICP-MS",0.003,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Ce",0.135208516,"UG/L","TE","ICP-MS",0.008,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Nd",0.069579164,"UG/L","TE","ICP-MS",0.004,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Sm",0.014803978,"UG/L","TE","ICP-MS",0.003,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Tb",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Gd_160",0.018251314,"UG/L","TE","ICP-MS",0.004,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Dy",0.011923154,"UG/L","TE","ICP-MS",0.003,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Ho",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Er",0.006234655,"UG/L","TE","ICP-MS",0.004,"NONE"
"CoBRA2023-3",2023-03-08,10H 55M 0S,"WLD","young",4,"WS",0,2023,67,"Tm",0.002,"UG/L","TE","ICP-MS",0.004,"<"
