"sampleID","sample_date","sample_time","area","transect","plot","medium","depth","Year","DOY","parameter","result_value","unit","constituent","instrument","ddl","detection_FLAG"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"pH",6.72,"UNITS","CHEM","Probe",-10,"NONE"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"SpC",563,"uS/CM","CHEM","Probe",-10,"NONE"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"ORP",-67,"MV","CHEM","Probe",-1000,"NONE"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"temp",32,"C","CHEM","Probe",-10,"NONE"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"DOC",8.044158537,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"TC",39.87057527,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"Cl",NA,"MG/L","ANION","IC",0.1,NA
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"SO4",NA,"MG/L","ANION","IC",0.1,NA
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"NH4",NA,"UG/L","NUTRIENT","NUTRIENT",0.091,NA
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"SRP",NA,"UG/L","NUTRIENT","NUTRIENT",0.019,NA
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"NO3",NA,"UG/L","NUTRIENT","NUTRIENT",0.15,NA
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"Fe_II",3.75,"MG/L","TE","Hach",0.03,"NONE"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"Mn_OES",1.997148202,"MG/L","TE","ICP-OES",0.5,"NONE"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"Fe_OES",4.132055958,"MG/L","TE","ICP-OES",0.5,"NONE"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"P",0.25,"MG/L","TE","ICP-OES",0.5,"<"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"Ca",48.11103518,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"Mg",15.55783989,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"Si",15.35,"UG/L","TE","ICP-MS",30.7,"<"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"DIC",31.826416733,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-49",2023-07-11,12H 29M 0S,"WLD","young",3,"WI",10,2023,192,"CaMg",63.66887507,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"pH",6.82,"UNITS","CHEM","Probe",-10,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"SpC",2070,"uS/CM","CHEM","Probe",-10,"NONE"
