DateTime,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,gust,peak_wind_gust,peak_wind_drct,feel
5/11/23 7:59,74,73,97.02,120,6,0,29.89,1012.1,,,,73.9
5/11/23 8:59,74,73,97.02,120,7,0,29.88,1011.6,,,,73.9
5/11/23 9:59,74,73,97.02,130,7,0,29.87,1011.5,,,,73.9
5/11/23 10:59,75,73,93.51,130,6,0,29.89,1012.3,,,,75
5/11/23 11:59,75,73,93.51,120,5,0,29.91,1012.8,,,,75
5/11/23 12:59,76,74,93.53,130,8,0,29.92,1013.2,,,,75.9
5/11/23 13:59,78,74,86.95,130,9,0,29.93,1013.5,,,,78.1
5/11/23 14:59,78,75,90.21,130,9,0,29.94,1013.8,17,,,78.1
5/11/23 15:59,80,75,84.47,140,11,0,29.94,1013.7,19,,,85.09
5/11/23 16:59,81,76,84.53,140,10,0,29.95,1014,17,,,87.33
5/11/23 17:59,81,76,84.53,140,8,0,29.94,1013.7,,,,87.33
5/11/23 18:59,82,76,81.82,140,6,0,29.94,1013.6,,,,89.26
5/11/23 19:59,82,77,84.87,,6,0,29.92,1013.2,,,,90.06
5/11/23 20:59,82,76,81.82,140,7,0,29.91,1012.7,17,,,89.26
5/11/23 21:59,81,76,84.53,140,7,0,29.9,1012.6,,,,87.33
5/11/23 22:59,80,76,87.05,140,8,0,29.93,1013.4,,,,85.75
5/11/23 23:59,79,76,90.25,130,10,0,29.92,1013,16,,,79
5/12/23 0:59,79,75,87.58,130,7,0,29.91,1012.9,17,,,79
5/12/23 1:59,78,76,92.97,130,9,0,29.94,1013.9,17,,,78.1
5/12/23 2:59,78,76,92.97,130,7,0,29.95,1014.2,,,,78.1
5/12/23 3:59,78,76,92.97,120,7,0,29.96,1014.6,,,,78.1
5/12/23 4:59,78,76,92.97,120,8,0,29.97,1014.8,,,,78.1
5/12/23 5:59,78,76,92.97,130,9,0,29.95,1014.2,,,,78.1
5/12/23 6:59,77,75,93.56,130,6,0,29.95,1014.3,,,,77
5/12/23 7:59,77,75,93.56,120,6,0,29.94,1013.9,,,,77
5/12/23 8:59,77,75,93.56,120,8,0,29.95,1014.1,,,,77
5/12/23 9:59,77,75,93.56,130,9,0,29.95,1014,18,,,77
5/12/23 10:59,76,75,97.04,140,8,0,29.95,1014.1,15,,,75.9
5/12/23 11:59,77,75,93.56,130,7,0,29.98,1015,,,,77
5/12/23 12:59,78,75,90.21,140,6,0,29.99,1015.6,,,,78.1
5/12/23 13:59,79,75,87.58,130,8,0,30.01,1016.1,16,,,79
5/12/23 14:59,81,76,84.53,,6,0,30.02,1016.4,,,,87.33
5/12/23 15:59,82,76,81.82,140,7,0,30.02,1016.4,,,,89.26
5/12/23 16:59,83,76,79.47,,5,0,30.03,1016.8,,,,90.88
5/12/23 17:59,83,76,79.47,140,7,0,30.03,1016.7,,,,90.88
5/12/23 18:59,83,75,77.12,120,11,0,30.03,1016.8,14,,,90.18
5/12/23 19:59,84,75,74.43,130,9,0,30.02,1016.4,18,,,91.96
5/12/23 20:59,83,75,77.12,150,7,0,29.99,1015.6,,,,90.18
5/12/23 21:59,83,74,74.33,140,7,0,29.98,1015,16,,,89.37
5/12/23 22:59,82,75,79.4,,5,0,29.97,1014.9,,,,88.64
5/12/23 23:59,81,75,82.03,130,5,0,29.97,1014.9,,,,86.83
5/13/23 0:59,79,75,87.58,120,4,0,29.98,1015.1,,,,79
5/13/23 1:59,77,75,93.56,0,0,0,29.99,1015.4,,,,77
5/13/23 2:59,78,75,90.21,120,5,0,30,1015.7,,,,78.1
5/13/23 3:59,77,75,93.56,120,7,0,29.99,1015.4,,,,77
5/13/23 4:59,77,75,93.56,120,7,0,30,1016,,,,77
5/13/23 5:59,77,75,93.56,110,7,0,30.01,1016,,,,77
5/13/23 6:59,77,74,90.17,120,7,0,30,1015.9,,,,77
5/13/23 8:59,77,74,90.17,120,9,0,29.99,1015.6,,,,77
5/13/23 9:59,77,73,87.48,120,9,0,29.99,1015.3,,,,77
5/13/23 10:59,76,73,90.74,130,7,0,30,1015.9,,,,75.9
5/13/23 11:59,76,73,90.74,120,6,0,30,1015.7,,,,75.9
5/13/23 12:59,78,73,84.36,120,6,0,29.99,1015.6,,,,78.1
5/13/23 13:59,79,72,79.17,120,11,0,30,1016,19,,,79
5/13/23 14:59,80,71,74.07,120,8,0,30.02,1016.5,20,,,83.64
5/13/23 15:59,81,71,71.92,130,11,0,30.02,1016.5,20,,,84.95
5/13/23 16:59,82,71,69.62,120,9,0,30.03,1016.8,15,,,86.35
5/13/23 17:59,83,72,69.71,140,8,0,30.02,1016.7,15,,,88.11
5/13/23 18:59,83,72,69.71,140,8,0,30.01,1016.2,,,,88.11
5/13/23 19:59,83,72,69.71,130,8,0,30.02,1016.5,,,,88.11
5/13/23 20:59,83,72,69.71,130,8,0,30.02,1016.6,,,,88.11
5/13/23 21:59,83,72,69.71,110,8,0,30.01,1016,,,,88.11
5/13/23 22:59,83,73,72.11,130,7,0,30.01,1016.1,,,,88.75
5/13/23 23:59,80,74,81.42,130,6,0,30.02,1016.7,,,,84.64
5/14/23 0:59,79,73,81.89,130,6,0,30.03,1016.7,,,,79
5/14/23 1:59,77,74,90.17,120,5,0,30.04,1017.2,,,,77
5/14/23 2:59,77,74,90.17,110,6,0,30.05,1017.4,,,,77
5/14/23 3:59,77,74,90.17,110,3,0,30.05,1017.6,,,,77
5/14/23 4:59,76,74,93.53,110,4,0,30.05,1017.4,,,,75.9
5/14/23 5:59,76,74,93.53,110,3,0,30.06,1017.8,,,,75.9
5/14/23 6:59,75,74,96.38,,3,0,30.03,1016.9,,,,75
5/14/23 7:59,74,74,100,0,0,0,30.04,1017.3,,,,73.9
5/14/23 8:59,74,74,100,0,0,0,30.05,1017.5,,,,73.9
5/14/23 9:59,74,73,97.02,0,0,0,30.04,1017.3,,,,73.9
5/14/23 10:59,73,73,100,0,0,0,30.05,1017.5,,,,73
5/14/23 11:59,74,74,100,110,4,0,30.07,1018.2,,,,73.9
5/14/23 12:59,77,75,93.56,,5,0,30.1,1019.2,,,,77
5/14/23 13:59,79,75,87.58,,5,0,30.11,1019.5,,,,79
5/14/23 14:59,81,73,76.7,140,6,0,30.13,1020.2,,,,85.81
5/14/23 15:59,82,73,74.24,130,9,0,30.14,1020.5,,,,87.39
5/14/23 16:59,82,72,71.78,140,7,0,30.15,1020.7,,,,86.83
5/14/23 17:59,83,72,69.71,,5,0,30.12,1019.9,,,,88.11
5/14/23 18:59,84,73,69.59,150,7,0,30.11,1019.6,,,,90.34
5/14/23 19:59,84,73,69.59,,4,0,30.1,1019.1,,,,90.34
5/14/23 20:59,84,74,71.73,,4,0,30.09,1018.8,,,,91.04
5/14/23 21:59,83,74,74.33,0,0,0,30.08,1018.5,,,,89.37
5/14/23 22:59,82,74,76.53,,4,0,30.08,1018.5,,,,87.93
5/14/23 23:59,80,74,81.42,0,0,0,30.08,1018.7,,,,84.64
5/15/23 0:59,78,73,84.36,0,0,0,30.1,1019.3,,,,78.1
5/15/23 1:59,77,74,90.17,0,0,0,30.13,1020.1,,,,77
5/15/23 2:59,76,74,93.53,0,0,0,30.14,1020.6,,,,75.9
5/15/23 3:59,75,74,96.38,0,0,0,30.15,1020.9,,,,75
5/15/23 4:59,77,74,90.17,0,0,0,30.14,1020.7,,,,77
5/15/23 5:59,75,73,93.51,0,0,0,30.14,1020.6,,,,75
5/15/23 6:59,74,73,97.02,0,0,0,30.13,1020.3,,,,73.9
5/15/23 7:59,74,73,97.02,0,0,0,30.11,1019.4,,,,73.9
5/15/23 8:59,73,73,100,0,0,0,30.09,1018.8,,,,73
5/15/23 9:59,73,72,96.68,70,3,0,30.09,1018.8,,,,73
5/15/23 10:59,73,73,100,0,0,0,30.09,1018.9,,,,73
5/15/23 11:59,73,73,100,,3,0,30.09,1019,,,,73
5/15/23 12:59,75,74,96.38,300,4,0.01,30.15,1020.8,,,,75
5/15/23 13:59,78,75,90.21,,3,0,30.17,1021.5,,,,78.1
5/15/23 14:59,80,73,78.99,,3,0,30.17,1021.6,,,,84.3
5/15/23 15:59,82,72,71.78,,4,0,30.16,1021.3,,,,86.83
5/15/23 16:59,85,72,65.36,,3,0,30.15,1020.9,,,,90.82
5/15/23 17:59,86,73,65.27,,3,0,30.12,1019.8,,,,93.09
5/15/23 18:59,85,73,67.61,270,5,0,30.1,1019.2,,,,91.6
5/15/23 19:59,85,74,69.69,260,8,0,30.08,1018.6,,,,92.36
5/15/23 20:59,86,73,65.27,250,8,0,30.04,1017.3,,,,93.09
5/15/23 21:59,86,73,65.27,,5,0,30.06,1017.8,,,,93.09
5/15/23 22:59,71,69,93.4,110,5,0.06,30.08,1018.6,,,,71.1
5/15/23 23:59,74,70,87.63,0,0,0.02,30.05,1017.6,,,,73.9
5/16/23 0:59,73,70,90.32,330,4,0,30.09,1018.8,,,,73
5/16/23 1:59,73,68,84.34,360,4,0,30.1,1019.3,,,,73
5/16/23 2:59,72,69,90.59,30,3,0,30.11,1019.6,,,,72
5/16/23 3:59,72,70,93.43,0,0,0,30.1,1019.1,,,,72
5/16/23 4:59,71,70,96.32,0,0,0,30.08,1018.6,,,,71.1
5/16/23 5:59,70,69,96.97,280,3,0,30.07,1018.1,,,,70
5/16/23 6:59,71,70,96.32,0,0,0,30.04,1017.1,,,,71.1
5/16/23 7:59,71,70,96.32,0,0,0,30.03,1016.8,,,,71.1
5/16/23 8:59,71,70,96.32,0,0,0,30.02,1016.7,,,,71.1
5/16/23 9:59,71,70,96.32,0,0,0,30.02,1016.4,,,,71.1
5/16/23 10:59,70,69,96.97,0,0,0,30.01,1016.1,,,,70
5/16/23 11:59,70,69,96.97,0,0,0.01,30.02,1016.5,,,,70
5/16/23 12:59,74,70,87.63,0,0,0,30.02,1016.7,,,,73.9
5/16/23 13:59,78,70,76.19,0,0,0,30.02,1016.5,,,,78.1
5/16/23 14:59,79,72,79.17,260,3,0,30.02,1016.6,,,,79
5/16/23 15:59,79,72,79.17,0,0,0,30.02,1016.6,,,,79
5/16/23 16:59,80,72,76.36,,3,0,30.01,1016.1,,,,83.94
5/16/23 17:59,82,73,74.24,240,5,0,29.99,1015.6,,,,87.39
5/16/23 18:59,83,73,72.11,,4,0,29.97,1015,,,,88.75
5/16/23 19:59,82,65,56.24,260,5,0,29.95,1014.1,,,,83.76
5/16/23 20:59,83,71,67.62,240,6,0,29.91,1012.8,,,,87.57
5/16/23 21:59,83,73,72.11,250,8,0,29.89,1012,,,,88.75
5/16/23 22:59,83,72,69.71,250,8,0,29.88,1011.7,,,,88.11
5/16/23 23:59,82,73,74.24,240,9,0,29.87,1011.3,16,,,87.39
5/17/23 0:59,81,72,74.15,250,8,0,29.88,1011.7,15,,,85.35
5/17/23 1:59,80,71,74.07,250,7,0,29.89,1012.2,14,,,83.64
5/17/23 2:59,80,70,71.35,240,7,0,29.9,1012.6,,,,83.28
5/17/23 3:59,80,70,71.35,260,5,0,29.9,1012.3,,,,83.28
5/17/23 4:59,79,70,73.97,270,9,0,29.88,1011.9,,,,79
5/17/23 5:59,78,70,76.19,270,7,0,29.88,1011.7,15,,,78.1
5/17/23 6:59,77,72,84.58,,5,0,29.87,1011.3,,,,77
5/17/23 7:59,77,71,82.03,270,5,0,29.85,1010.7,,,,77
5/17/23 8:59,78,71,79.1,270,7,0,29.85,1010.6,,,,78.1
5/17/23 9:59,78,72,81.55,,5,0,29.85,1010.7,,,,78.1
5/17/23 10:59,76,68,76.53,260,10,0,29.86,1011,21,,,75.9
5/17/23 11:59,69,66,89.86,,,0.2,29.9,1012.4,,,,69.1
5/17/23 12:59,69,67,92.71,,3,0.05,29.89,1012,,,,69.1
5/17/23 13:59,70,68,93.37,0,0,0.02,29.89,1012.2,,,,70
5/17/23 14:59,71,69,93.4,0,0,0.06,29.88,1011.8,,,,71.1
5/17/23 15:59,73,70,90.32,0,0,0.01,29.87,1011.6,,,,73
5/17/23 16:59,75,71,87.68,,3,0,29.88,1011.9,,,,75
5/17/23 17:59,73,70,90.32,280,8,0.01,29.88,1011.6,20,,,73
5/17/23 18:59,73,70,90.32,280,4,0.06,29.85,1010.7,,,,73
5/17/23 19:59,75,69,81.9,300,5,0,29.82,1009.7,,,,75
5/17/23 20:59,76,68,76.53,310,4,0,29.81,1009.3,,,,75.9
5/17/23 21:59,78,67,68.49,280,3,0,29.79,1008.8,,,,78.1
5/17/23 22:59,79,70,73.97,,4,0,29.79,1008.8,,,,79
5/17/23 23:59,78,69,73.88,0,0,0,29.8,1008.9,,,,78.1
5/18/23 0:59,75,70,84.46,0,0,0,29.8,1009.2,,,,75
5/18/23 1:59,77,69,76.62,,3,0,29.83,1010,,,,77
5/18/23 2:59,76,69,79.47,0,0,0,29.84,1010.2,,,,75.9
5/18/23 3:59,76,69,79.47,0,0,0,29.84,1010.3,,,,75.9
5/18/23 16:59,79,66,64.45,300,5,0,29.92,1013.1,,,,79
5/18/23 17:59,80,65,59.83,290,5,0,29.91,1012.7,,,,81.91
5/18/23 18:59,81,66,60.37,290,6,0,29.9,1012.6,,,,83.11
5/18/23 19:59,82,66,58.43,280,6,0,29.9,1012.3,,,,84.15
5/18/23 20:59,81,66,60.37,260,4,0,29.89,1012,,,,83.11
5/18/23 21:59,82,69,65.03,,3,0,29.88,1011.8,,,,85.39
5/18/23 22:59,81,69,67.18,240,8,0,29.88,1011.8,,,,84.16
5/18/23 23:59,80,68,66.62,250,5,0,29.87,1011.6,,,,82.7
5/19/23 0:59,79,69,71.72,,4,0,29.87,1011.4,,,,79
5/19/23 1:59,79,68,69.07,240,3,0,29.89,1012,,,,79
5/19/23 2:59,79,69,71.72,,3,0,29.92,1013,,,,79
5/19/23 3:59,79,70,73.97,,4,0,29.95,1014.2,,,,79
5/19/23 4:59,79,70,73.97,270,6,0,29.96,1014.6,,,,79
5/19/23 5:59,78,71,79.1,,3,0,29.94,1013.7,,,,78.1
5/19/23 6:59,76,70,81.96,330,3,0,29.91,1012.9,,,,75.9
5/19/23 7:59,74,70,87.63,0,0,0,29.91,1012.8,,,,73.9
5/19/23 8:59,74,71,90.97,0,0,0,29.92,1013.3,,,,73.9
5/19/23 9:59,73,71,93.77,0,0,0,29.94,1013.7,,,,73
5/19/23 10:59,72,71,96.99,0,0,0,29.96,1014.5,,,,72
5/19/23 11:59,73,71,93.77,0,0,0,29.97,1014.9,,,,73
5/19/23 13:59,79,73,81.89,0,0,0,30,1015.7,,,,79
5/19/23 14:59,80,73,78.99,250,3,0,30,1016,,,,84.3
5/19/23 15:59,81,73,76.7,240,4,0,30.01,1016.2,,,,85.81
5/19/23 16:59,83,72,69.71,240,6,0,30.02,1016.5,,,,88.11
5/19/23 17:59,83,72,69.71,240,7,0,30.03,1016.7,,,,88.11
5/19/23 18:59,83,73,72.11,240,7,0,30.01,1016.2,,,,88.75
5/19/23 19:59,83,73,72.11,250,6,0,30,1015.9,,,,88.75
5/19/23 20:59,83,73,72.11,,5,0,29.98,1015.2,,,,88.75
5/19/23 21:59,83,72,69.71,240,7,0,29.97,1014.8,,,,88.11
5/19/23 22:59,83,72,69.71,,5,0,29.96,1014.5,,,,88.11
5/19/23 23:59,82,71,69.62,,3,0,29.95,1014.2,,,,86.35
5/20/23 0:59,80,72,76.36,,3,0,29.97,1014.7,,,,83.94
5/20/23 1:59,80,71,74.07,,4,0,29.98,1015.2,,,,83.64
5/20/23 2:59,80,70,71.35,260,4,0,29.98,1015.1,,,,83.28
5/20/23 3:59,80,71,74.07,,4,0,30,1015.7,,,,83.64
5/20/23 4:59,79,71,76.79,,4,0,29.99,1015.6,,,,79
5/20/23 5:59,79,72,79.17,,4,0,30,1015.7,,,,79
5/20/23 6:59,79,72,79.17,,3,0,29.99,1015.4,,,,79
5/20/23 7:59,79,73,81.89,270,5,0,30.01,1016.1,,,,79
5/20/23 8:59,79,72,79.17,260,6,0,30.01,1016.2,,,,79
5/20/23 9:59,79,73,81.89,260,5,0,30.01,1016.3,,,,79
5/20/23 10:59,78,72,81.55,270,4,0,30.01,1016.2,,,,78.1
5/20/23 11:59,82,77,84.87,270,6,0,30.04,1019,,,,90.06
5/20/23 12:59,79,73,81.89,280,5,0,30.04,1017.3,,,,79
5/20/23 17:59,83,72,69.71,,4,0,30.04,1017,,,,88.11
5/20/23 18:59,83,71,67.62,,4,0,30.02,1016.5,,,,87.57
5/20/23 19:59,86,72,63.1,,3,0,30,1015.8,,,,92.25
5/20/23 20:59,85,72,65.36,250,4,0,29.97,1014.9,,,,90.82
5/20/23 21:59,85,74,69.69,,6,0,29.97,1014.7,,,,92.36
5/20/23 22:59,84,73,69.59,240,6,0,29.96,1014.6,,,,90.34
5/20/23 23:59,83,72,69.71,250,5,0,29.95,1014.2,,,,88.11
5/21/23 0:59,82,72,71.78,270,5,0,29.98,1015.1,,,,86.83
5/21/23 1:59,82,72,71.78,270,7,0,30,1015.9,,,,86.83
5/21/23 2:59,81,72,74.15,340,5,0,30.01,1016,,,,85.35
5/21/23 3:59,77,71,82.03,350,5,0,30.03,1016.9,,,,77
5/21/23 4:59,76,71,85.09,340,4,0,30.03,1016.9,,,,75.9
5/21/23 5:59,77,72,84.58,,4,0,30.02,1016.5,,,,77
5/21/23 6:59,75,71,87.68,360,4,0,30,1015.7,,,,75
5/21/23 7:59,74,70,87.63,360,3,0,29.99,1015.5,,,,73.9
5/21/23 8:59,73,70,90.32,10,5,0,29.98,1015.3,,,,73
5/21/23 9:59,73,69,87.59,360,4,0,29.99,1015.3,,,,73
5/21/23 10:59,72,69,90.59,360,4,0,29.99,1015.6,,,,72
5/25/23 15:59,77,67,71.03,,6,0,29.89,1012.1,,,,77
5/25/23 16:59,80,68,66.62,,3,0,29.88,1011.6,,,,82.7
5/25/23 17:59,81,67,62.28,,3,0,29.87,1011.3,,,,83.4
5/25/23 18:59,80,66,62.17,,5,0,29.86,1011.1,,,,82.17
5/25/23 19:59,81,67,62.28,,3,0,29.86,1011,,,,83.4
5/25/23 20:59,83,66,56.75,0,0,0,29.85,1010.7,,,,85.07
5/25/23 21:59,83,65,54.62,,5,0,29.84,1010.6,,,,84.64
5/25/23 22:59,79,67,66.49,0,0,0,29.86,1010.9,,,,79
5/25/23 23:59,79,67,66.49,0,0,0,29.86,1011.1,,,,79
5/26/23 0:59,77,69,76.62,0,0,0,29.87,1011.4,,,,77
5/26/23 1:59,74,69,84.97,0,0,0,29.87,1011.5,,,,73.9
5/26/23 2:59,72,69,90.59,0,0,0,29.88,1011.9,,,,72
5/26/23 3:59,72,70,93.43,0,0,0,29.89,1012.2,,,,72
5/26/23 4:59,71,69,93.4,0,0,0,29.9,1012.4,,,,71.1
5/26/23 5:59,70,68,93.37,0,0,0,29.9,1012.6,,,,70
5/26/23 6:59,71,69,93.4,0,0,0,29.91,1012.9,,,,71.1
5/26/23 7:59,71,69,93.4,0,0,0,29.91,1012.8,,,,71.1
5/26/23 8:59,70,68,93.37,50,3,0,29.91,1012.8,,,,70
5/26/23 9:59,69,67,92.71,0,0,0.01,29.92,1013,,,,69.1
5/26/23 10:59,68,66,93.32,0,0,0,29.93,1013.4,,,,68
5/26/23 11:59,69,66,89.86,0,0,0,29.94,1013.9,,,,69.1
5/26/23 12:59,74,68,81.82,0,0,0,29.95,1014.1,,,,73.9
5/26/23 13:59,77,67,71.03,,3,0,29.96,1014.5,,,,77
5/26/23 14:59,79,61,54.08,,3,0,29.97,1014.9,,,,79
5/26/23 15:59,81,58,45.34,,3,0,29.97,1015,,,,81.2
5/26/23 16:59,81,57,43.9,90,5,0,29.98,1015.1,,,,81.05
5/26/23 17:59,84,56,38.28,,3,0,29.97,1014.9,,,,83.03
5/26/23 18:59,83,52,34.39,,5,0,29.97,1014.6,,,,81.57
5/26/23 19:59,85,53,33.57,,4,0,29.96,1014.3,,,,83.21
5/26/23 20:59,84,55,37.05,,5,0,29.94,1013.9,,,,82.85
5/26/23 21:59,86,56,35.9,0,0,0,29.93,1013.5,,,,84.66
5/26/23 22:59,84,57,39.83,,3,0,29.92,1013.3,,,,83.26
5/26/23 23:59,81,59,47.17,0,0,0,29.93,1013.4,,,,81.4
5/27/23 0:59,77,64,64.21,0,0,0,29.94,1013.9,,,,77
5/27/23 1:59,75,64,68.64,0,0,0,29.95,1014.3,,,,75
5/27/23 2:59,75,67,75.92,0,0,0,29.97,1014.8,,,,75
5/27/23 3:59,74,67,78.77,0,0,0,29.97,1014.9,,,,73.9
5/27/23 4:59,72,66,81.41,0,0,0,29.97,1014.9,,,,72
5/27/23 5:59,72,68,87.24,0,0,0,29.97,1014.7,,,,72
5/27/23 7:59,70,67,89.9,0,0,0,29.97,1014.8,,,,70
5/27/23 8:59,70,68,93.37,0,0,0,29.96,1014.5,,,,70
5/27/23 9:59,70,68,93.37,0,0,0,29.97,1014.8,,,,70
5/27/23 10:59,69,67,92.71,0,0,0,29.98,1015.2,,,,69.1
5/27/23 11:59,70,66,87.14,0,0,0,30,1015.7,,,,70
5/27/23 12:59,72,67,83.99,30,3,0,30.01,1016.1,,,,72
5/27/23 13:59,76,67,73.68,0,0,0,30.01,1016.1,,,,75.9
5/27/23 14:59,80,63,55.98,,6,0,30.01,1016.1,,,,81.5
5/27/23 15:59,82,63,52.62,,4,0,30.01,1016.1,,,,83.17
5/27/23 16:59,83,61,47.62,,3,0,30,1015.9,,,,83.37
5/27/23 17:59,84,63,49.32,,4,0,30,1015.7,,,,84.99
5/27/23 18:59,83,63,51.1,,4,0,29.99,1015.3,,,,83.98
5/27/23 19:59,81,63,54.36,130,8,0,29.99,1015.5,,,,82.28
5/27/23 20:59,80,65,59.83,,6,0,29.98,1015.2,15,,,81.91
5/27/23 21:59,79,67,66.49,,4,0,29.97,1014.9,,,,79
5/27/23 22:59,80,67,64.14,,4,0,29.97,1014.9,,,,82.4
5/27/23 23:59,77,68,73.78,0,0,0,29.97,1014.8,,,,77
5/28/23 0:59,75,69,81.9,,3,0,29.99,1015.4,,,,75
5/28/23 1:59,75,69,81.9,130,5,0,29.99,1015.4,,,,75
5/28/23 2:59,73,68,84.34,110,4,0,30,1015.8,,,,73
5/28/23 3:59,72,66,81.41,120,3,0,30,1015.8,,,,72
5/28/23 4:59,71,67,86.59,110,3,0,29.99,1015.4,,,,71.1
5/28/23 5:59,70,66,87.14,0,0,0,29.98,1015.3,,,,70
5/28/23 6:59,68,66,93.32,0,0,0,29.99,1015.6,,,,68
5/28/23 7:59,69,67,92.71,0,0,0,29.99,1015.6,,,,69.1
5/28/23 8:59,68,66,93.32,0,0,0,29.99,1015.4,,,,68
5/28/23 9:59,68,66,93.32,0,0,0,29.98,1015.3,,,,68
5/28/23 10:59,68,66,93.32,0,0,0,29.99,1015.5,,,,68
5/28/23 11:59,68,66,93.32,0,0,0,29.99,1015.4,,,,68
5/28/23 12:59,73,67,81.2,0,0,0,30.02,1016.5,,,,73
5/28/23 13:59,76,66,71.41,,3,0,30.02,1016.5,,,,75.9
5/28/23 14:59,78,64,61.92,,6,0,30.01,1016.2,,,,78.1
5/28/23 15:59,80,62,54.23,140,5,0,30,1015.9,,,,81.31
5/28/23 16:59,80,65,59.83,,4,0,30.01,1016,,,,81.91
5/28/23 17:59,81,64,56.3,130,8,0,30.01,1016,,,,82.54
5/28/23 18:59,81,64,56.3,,5,0,29.98,1015.2,,,,82.54
5/28/23 19:59,82,65,56.24,,6,0,29.97,1014.8,,,,83.76
5/28/23 20:59,82,65,56.24,,5,0,29.96,1014.3,,,,83.76
5/28/23 21:59,80,63,55.98,,5,0,29.95,1014,,,,81.5
5/28/23 22:59,80,64,57.98,,3,0,29.94,1013.9,,,,81.71
5/28/23 23:59,79,62,56.23,0,0,0,29.94,1013.9,,,,79
5/29/23 0:59,77,,,,3,0,29.96,1014.3,,,,
5/29/23 1:59,76,,,0,0,0,29.97,1014.8,,,,
5/29/23 2:59,75,,,0,0,0,29.98,1015,,,,
5/29/23 3:59,75,,,0,0,0,29.97,1014.8,,,,
5/29/23 4:59,74,,,0,0,0,29.97,1014.6,,,,
5/29/23 5:59,73,,,0,0,0,29.96,1014.3,,,,
5/29/23 6:59,72,,,0,0,0,29.95,1014,,,,
5/29/23 7:59,72,,,0,0,0,29.94,1013.8,,,,
5/29/23 8:59,72,,,0,0,0,29.94,1013.7,,,,
5/29/23 9:59,72,,,0,0,0,29.94,1013.8,,,,
5/29/23 10:59,71,,,0,0,0,29.95,1014.1,,,,
5/29/23 11:59,72,,,0,0,0,29.97,1014.7,,,,
5/29/23 12:59,75,,,0,0,0,29.96,1014.6,,,,
5/29/23 13:59,79,,,0,0,0,29.97,1014.9,,,,
5/29/23 14:59,79,,,,3,0,29.96,1014.6,,,,
5/29/23 15:59,80,,,0,0,0,29.96,1014.4,,,,
5/29/23 16:59,82,,,,4,0,29.95,1014.3,,,,
5/29/23 17:59,82,,,,5,0,29.93,1013.5,,,,
5/29/23 18:59,83,,,,4,0,29.93,1013.3,,,,
5/29/23 19:59,83,,,,4,0,29.92,1013,,,,
5/29/23 20:59,83,,,0,0,0,29.9,1012.5,,,,
5/29/23 21:59,83,,,,3,0,29.89,1012.2,,,,
5/29/23 22:59,80,,,,3,0,29.88,1011.7,,,,
5/29/23 23:59,79,,,0,0,0,29.87,1011.5,,,,
5/30/23 0:59,78,,,0,0,0,29.88,1011.6,,,,
5/30/23 1:59,76,,,0,0,0,29.88,1011.9,,,,
5/30/23 2:59,76,,,0,0,0,29.9,1012.4,,,,
5/30/23 3:59,75,,,0,0,0,29.91,1012.8,,,,
5/30/23 4:59,74,,,0,0,0,29.91,1012.7,,,,
5/30/23 5:59,73,,,0,0,0,29.9,1012.5,,,,
5/30/23 6:59,77,,,0,0,0,29.9,1012.4,,,,
5/30/23 7:59,77,,,0,0,0,29.89,1012.1,,,,
5/30/23 8:59,73,,,0,0,0,29.87,1011.5,,,,
5/30/23 9:59,72,,,0,0,0,29.88,1011.9,,,,
5/30/23 10:59,71,,,0,0,0,29.89,1012,,,,
5/30/23 11:59,71,,,0,0,0,29.9,1012.5,,,,
5/30/23 12:59,75,,,,3,0,29.9,1012.6,,,,
5/30/23 13:59,78,,,,3,0,29.91,1012.8,,,,
5/30/23 14:59,79,,,,4,0,29.92,1013.1,,,,
5/30/23 15:59,80,,,0,0,0,29.92,1013.1,,,,
5/30/23 16:59,83,,,,5,0,29.92,1013.2,,,,
5/30/23 17:59,83,,,,3,0,29.9,1012.5,,,,
5/30/23 18:59,77,,,0,0,0.01,29.89,1012.2,,,,
5/30/23 19:59,83,,,,3,0,29.87,1011.5,,,,
5/30/23 20:59,83,,,,4,0,29.86,1011.2,,,,
5/30/23 21:59,80,,,0,0,0,29.88,1011.7,,,,
5/30/23 22:59,77,,,,3,0,29.87,1011.4,,,,
5/30/23 23:59,79,,,0,0,0,29.86,1011,,,,
5/31/23 0:59,78,,,0,0,0,29.87,1011.6,,,,
5/31/23 1:59,77,,,,3,0,29.88,1011.6,,,,
5/31/23 2:59,76,,,0,0,0,29.89,1012.1,,,,
5/31/23 3:59,73,,,0,0,0,29.9,1012.4,,,,
5/31/23 4:59,72,,,0,0,0,29.9,1012.3,,,,
5/31/23 5:59,71,,,0,0,0,29.89,1012,,,,
5/31/23 6:59,71,,,0,0,0,29.88,1011.7,,,,
5/31/23 7:59,71,,,0,0,0,29.88,1011.9,,,,
5/31/23 8:59,71,,,0,0,0.01,29.88,1011.8,,,,
5/31/23 9:59,71,,,0,0,0,29.89,1011.9,,,,
5/31/23 10:59,71,,,0,0,0,29.9,1012.3,,,,
5/31/23 11:59,71,,,0,0,0,29.91,1012.7,,,,
5/31/23 12:59,75,69,81.9,50,3,0,29.92,1013.1,,,,75
5/31/23 13:59,79,66,64.45,,3,0,29.93,1013.4,,,,79
