DateTime,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,gust,peak_wind_gust,peak_wind_drct,feel
4/24/23 23:59,68,53,58.88,,3,0,29.98,1015,,,,68
4/25/23 0:59,67,53,61.16,,3,0,29.97,1014.9,,,,66.9
4/25/23 1:59,65,54,67.76,0,0,0,29.99,1015.4,,,,64.9
4/25/23 2:59,63,55,75.11,0,0,0,29.99,1015.6,,,,63
4/25/23 3:59,62,55,77.53,0,0,0,29.99,1015.5,,,,62.1
4/25/23 4:59,60,56,85.99,0,0,0,29.97,1014.9,,,,60.1
4/25/23 5:59,60,56,85.99,0,0,0,29.96,1014.6,,,,60.1
4/25/23 6:59,61,56,83.29,0,0,0,29.96,1014.4,,,,61
4/25/23 7:59,59,55,86.56,0,0,0,29.96,1014.5,,,,59
4/25/23 8:59,59,56,89.44,0,0,0,29.95,1014,,,,59
4/25/23 9:59,59,56,89.44,360,3,0,29.96,1014.4,,,,59
4/25/23 10:59,59,55,86.56,0,0,0,29.94,1014,,,,59
4/25/23 11:59,60,55,83.23,0,0,0,29.96,1014.5,,,,60.1
4/25/23 12:59,62,56,80.11,,4,0,29.94,1013.8,,,,62.1
4/25/23 13:59,66,57,72.72,,5,0,29.97,1014.7,,,,66
4/25/23 14:59,68,59,72.92,,5,0,29.98,1015.2,,,,68
4/25/23 15:59,70,60,70.81,120,8,0,29.97,1014.8,,,,70
4/25/23 18:59,75,63,66.27,120,5,0,29.96,1014.4,,,,75
4/25/23 19:59,77,64,64.21,,4,0,29.94,1013.9,,,,77
4/25/23 21:59,74,64,71.21,,3,0,29.9,1012.6,,,,73.9
4/25/23 23:59,73,64,73.4,0,0,0,29.91,1012.7,,,,73
4/26/23 0:59,70,65,83.86,0,0,0,29.9,1012.3,,,,70
4/26/23 1:59,70,66,87.14,110,3,0,29.93,1013.5,,,,70
4/26/23 2:59,70,66,87.14,120,4,0,29.94,1013.7,,,,70
4/26/23 3:59,69,65,86.48,120,4,0,29.95,1014,,,,69.1
4/26/23 4:59,68,65,89.81,100,3,0,29.93,1013.5,,,,68
4/26/23 5:59,66,65,96.24,0,0,0,29.95,1014.1,,,,66
4/26/23 7:59,65,64,96.9,0,0,0,29.91,1012.6,,,,64.9
4/26/23 8:59,65,64,96.9,,3,0,29.91,1012.9,,,,64.9
4/26/23 9:59,64,64,100,0,0,0,29.92,1013,,,,64
4/26/23 12:59,67,67,100,110,5,0,29.91,1012.8,,,,66.9
4/26/23 13:59,71,67,86.59,110,6,0,29.91,1012.6,,,,71.1
4/26/23 15:59,74,67,78.77,110,8,0,29.92,1013,,,,73.9
4/26/23 16:59,76,67,73.68,130,10,0,29.9,1012.5,16,,,75.9
4/26/23 18:59,78,68,71.14,,5,0,29.89,1012,,,,78.1
4/26/23 19:59,79,69,71.72,130,6,0,29.87,1011.4,,,,79
4/26/23 20:59,78,69,73.88,130,9,0,29.84,1010.5,17,,,78.1
4/26/23 21:59,79,69,71.72,130,10,0,29.83,1010.1,,,,79
4/26/23 22:59,78,69,73.88,130,8,0,29.83,1010.1,,,,78.1
4/26/23 23:59,76,69,79.47,,6,0,29.84,1010.3,,,,75.9
4/27/23 0:59,74,69,84.97,110,6,0,29.83,1010,,,,73.9
4/27/23 1:59,73,71,93.77,120,4,0,29.83,1010.2,,,,73
4/27/23 2:59,73,71,93.77,0,0,0,29.84,1010.3,,,,73
4/27/23 3:59,73,71,93.77,,4,0,29.83,1010.1,,,,73
4/27/23 4:59,73,71,93.77,,3,0,29.83,1010.1,,,,73
4/27/23 5:59,73,71,93.77,110,3,0,29.83,1009.9,,,,73
4/27/23 6:59,73,72,96.68,,3,0,29.81,1009.5,,,,73
4/27/23 7:59,73,72,96.68,0,0,0,29.82,1009.7,,,,73
4/27/23 8:59,73,72,96.68,0,0,0,29.81,1009.4,,,,73
4/27/23 9:59,72,71,96.99,0,0,0,29.79,1008.6,,,,72
4/27/23 10:59,72,72,100,,,0,29.81,1009.4,,,,72
4/27/23 11:59,68,65,89.81,10,4,0,29.83,1010,,,,68
4/27/23 12:59,64,63,96.55,320,7,0.21,29.87,1011.4,,29,300,64
4/27/23 13:59,64,63,96.55,,6,0,29.88,1011.8,,,,64
4/27/23 14:59,63,62,96.88,10,9,0.07,29.86,1011.2,,,,63
4/27/23 15:59,68,65,89.81,350,4,0.02,29.86,1010.9,,,,68
4/27/23 16:59,69,65,86.48,280,9,0,29.9,1012.4,19,,,69.1
4/27/23 18:59,80,60,50.52,260,5,0,29.74,1007.2,,,,80.94
4/27/23 19:59,79,65,62.03,260,7,0,29.75,1007.2,,,,79
4/27/23 20:59,76,65,68.73,250,7,0,29.72,1006.3,,,,75.9
4/27/23 21:59,77,67,71.03,270,7,0,29.72,1006.4,,,,77
4/27/23 22:59,75,67,75.92,260,5,0,29.74,1007,,,,75
4/27/23 23:59,73,69,87.59,250,6,0,29.76,1007.6,,,,73
4/28/23 0:59,73,69,87.59,260,6,0,29.77,1008.1,,,,73
4/28/23 1:59,73,69,87.59,250,4,0,29.79,1008.6,,,,73
4/28/23 2:59,72,69,90.59,260,5,0,29.79,1008.9,,,,72
4/28/23 3:59,72,70,93.43,250,6,0,29.8,1008.9,,,,72
4/28/23 4:59,72,70,93.43,270,6,0,29.78,1008.5,,,,72
4/28/23 7:59,69,63,80.92,,3,0,29.79,1008.6,,,,69.1
4/28/23 8:59,68,63,84.03,340,3,0,29.8,1009.2,,,,68
4/28/23 10:59,64,61,89.97,0,0,0,29.82,1009.8,,,,64
4/28/23 11:59,64,61,89.97,0,0,0,29.84,1010.5,,,,64
4/28/23 12:59,68,62,81.41,10,3,0,29.85,1010.8,,,,68
4/28/23 13:59,71,61,70.42,0,0,0,29.86,1011.2,,,,71.1
4/28/23 14:59,72,61,68.31,,3,0,29.87,1011.3,,,,72
4/28/23 16:59,75,54,47.99,,3,0,29.87,1011.5,,,,75
4/28/23 18:59,76,54,46.57,310,7,0,29.85,1010.8,,,,75.9
4/28/23 19:59,76,58,53.64,310,6,0,29.83,1010.1,,,,75.9
4/28/23 20:59,76,60,58.04,,4,0,29.8,1009.2,,,,75.9
4/28/23 21:59,76,59,55.8,270,4,0,29.78,1008.2,,,,75.9
4/28/23 22:59,77,60,55.95,0,0,0,29.75,1007.5,,,,77
4/28/23 23:59,76,62,62.3,0,0,0,29.76,1007.7,,,,75.9
4/29/23 0:59,72,62,71.02,0,0,0,29.77,1007.9,,,,72
4/29/23 1:59,70,60,70.81,0,0,0,29.75,1007.5,,,,70
4/29/23 2:59,66,60,81.27,0,0,0,29.8,1009.1,,,,66
4/29/23 3:59,65,62,90.64,120,4,0,29.8,1008.9,,,,64.9
4/29/23 4:59,64,62,93.54,0,0,0,29.83,1010,,,,64
4/29/23 5:59,70,64,81.27,330,5,0,29.85,1010.8,,,,70
4/29/23 6:59,71,62,73.22,,5,0,29.84,1010.5,,,,71.1
4/29/23 7:59,68,62,81.41,350,3,0,29.83,1009.9,,,,68
4/29/23 8:59,67,62,84.56,0,0,0,29.81,1009.4,,,,66.9
4/29/23 9:59,65,62,90.64,0,0,0,29.78,1008.3,,,,64.9
4/29/23 10:59,66,63,90.05,0,0,0,29.75,1007.5,,,,66
4/29/23 11:59,67,64,90.4,130,7,0,29.69,1005.4,,,,66.9
4/29/23 12:59,69,66,89.86,,4,0,29.69,1005.5,,,,69.1
4/29/23 13:59,71,63,75.58,310,7,0,29.75,1007.4,16,,,71.1
4/29/23 14:59,73,59,61.5,300,10,0,29.74,1006.9,17,,,73
4/29/23 15:59,73,61,66.04,300,8,0,29.75,1007.4,16,,,73
4/29/23 16:59,72,60,66.16,310,8,0,29.72,1006.3,18,,,72
4/29/23 17:59,67,60,78.77,300,8,0.01,29.73,1006.7,16,,,66.9
4/29/23 18:59,66,63,90.05,0,0,0.12,29.73,1006.6,,,,66
4/29/23 19:59,66,61,83.91,300,9,0,29.73,1006.7,21,,,66
4/29/23 20:59,66,61,83.91,300,9,0,29.73,1006.8,22,26,290,66
4/29/23 21:59,65,58,78.05,300,10,0,29.73,1006.7,24,,,64.9
4/29/23 22:59,64,57,77.97,,,0,29.74,1007,,,,64
4/29/23 23:59,64,56,74.93,310,12,0,29.75,1007.4,26,26,310,64
4/30/23 0:59,64,56,74.93,310,12,0,29.77,1008.1,23,28,320,64
4/30/23 1:59,63,55,75.11,310,9,0,29.79,1008.8,26,26,330,63
4/30/23 2:59,63,56,77.61,310,11,0,29.81,1009.4,27,27,330,63
4/30/23 3:59,62,55,77.53,320,10,0,29.83,1010,23,27,290,62.1
4/30/23 4:59,61,55,80.61,320,8,0,29.83,1010,19,,,61
4/30/23 5:59,61,55,80.61,,6,0,29.83,1010.2,20,,,61
4/30/23 6:59,62,54,74.75,300,9,0,29.84,1010.2,20,,,62.1
4/30/23 7:59,62,54,74.75,310,7,0,29.83,1010.1,20,,,62.1
4/30/23 8:59,62,54,74.75,,6,0,29.84,1010.3,17,,,62.1
4/30/23 9:59,62,54,74.75,310,7,0,29.85,1010.6,,,,62.1
4/30/23 10:59,62,54,74.75,,,0,29.86,1011,,,,62.1
4/30/23 11:59,63,54,72.42,300,8,0,29.88,1011.6,17,,,63
4/30/23 12:59,64,54,69.92,310,7,0,29.9,1012.5,,,,64
4/30/23 13:59,66,55,67.64,290,7,0,29.9,1012.6,16,,,66
4/30/23 14:59,67,56,67.74,280,7,0,29.92,1013.2,16,,,66.9
4/30/23 15:59,68,55,63.12,290,8,0,29.93,1013.3,15,,,68
4/30/23 16:59,69,54,58.6,280,7,0,29.93,1013.3,,,,69.1
4/30/23 17:59,71,52,50.86,280,7,0,29.92,1013,,,,71.1
4/30/23 18:59,73,53,49.66,290,7,0,29.91,1012.7,,,,73
4/30/23 19:59,73,58,59.12,,5,0,29.89,1012.2,,,,73
4/30/23 20:59,72,58,61.15,240,10,0,29.87,1011.4,20,,,72
4/30/23 21:59,72,59,63.61,250,10,0,29.86,1011.1,19,,,72
4/30/23 22:59,72,58,61.15,270,7,0,29.86,1011,17,,,72
4/30/23 23:59,71,59,65.58,250,6,0,29.85,1010.8,,,,71.1
5/1/23 0:59,70,60,70.81,260,6,0,29.85,1010.9,,,,70
5/1/23 1:59,70,61,73.11,250,7,0,29.87,1011.5,,,,70
5/1/23 2:59,70,61,73.11,250,7,0,29.88,1011.8,,,,70
5/1/23 4:59,70,63,78.46,240,7,0,29.88,1011.7,,,,70
5/1/23 5:59,69,63,80.92,240,7,0,29.85,1010.9,,,,69.1
5/1/23 6:59,69,64,83.81,240,6,0,29.85,1010.7,,,,69.1
5/1/23 7:59,69,65,86.48,250,6,0,29.84,1010.5,,,,69.1
5/1/23 8:59,69,65,86.48,270,6,0,29.85,1010.9,,,,69.1
5/1/23 9:59,68,65,89.81,270,5,0,29.86,1011,,,,68
5/1/23 10:59,66,64,93.26,330,3,0,29.87,1011.3,,,,66
5/1/23 11:59,65,63,93.56,360,4,0,29.89,1012,,,,64.9
5/1/23 12:59,67,64,90.4,,4,0,29.9,1012.6,,,,66.9
5/1/23 13:59,69,65,86.48,,3,0,29.91,1012.9,,,,69.1
5/1/23 14:59,70,65,83.86,240,4,0,29.92,1013.2,,,,70
5/1/23 15:59,72,65,78.35,,4,0,29.93,1013.3,,,,72
5/1/23 16:59,73,66,78.7,,3,0,29.92,1013.1,,,,73
5/1/23 18:59,74,62,66.61,,4,0,29.89,1012.2,,,,73.9
5/1/23 19:59,76,58,53.64,,4,0,29.89,1012,,,,75.9
5/1/23 20:59,75,66,73.59,240,7,0,29.88,1011.7,,,,75
5/1/23 21:59,75,68,78.86,240,7,0,29.87,1011.3,,,,75
5/1/23 22:59,75,68,78.86,240,6,0,29.85,1010.7,,,,75
5/1/23 23:59,73,67,81.2,,5,0,29.85,1010.6,,,,73
5/2/23 0:59,72,67,83.99,250,4,0,29.85,1010.7,,,,72
5/2/23 1:59,72,68,87.24,250,4,0,29.87,1011.4,,,,72
5/2/23 2:59,71,67,86.59,,3,0,29.87,1011.4,,,,71.1
5/2/23 3:59,71,67,86.59,0,0,0,29.88,1011.6,,,,71.1
5/2/23 4:59,70,68,93.37,220,3,0,29.87,1011.5,,,,70
5/2/23 5:59,70,67,89.9,0,0,0,29.87,1011.3,,,,70
5/2/23 6:59,69,67,92.71,0,0,0,29.87,1011.4,,,,69.1
5/2/23 7:59,68,66,93.32,0,0,0,29.85,1010.9,,,,68
5/2/23 8:59,68,66,93.32,0,0,0,29.86,1011.1,,,,68
5/2/23 9:59,66,65,96.24,0,0,0,29.88,1011.6,,,,66
5/2/23 10:59,65,65,100,0,0,0,29.9,1012.3,,,,64.9
5/2/23 11:59,64,64,100,0,0,0.01,29.92,1013.1,,,,64
5/2/23 12:59,66,64,93.26,0,0,0,29.94,1013.8,,,,66
5/2/23 13:59,70,59,68.09,,4,0,29.95,1014.2,,,,70
5/2/23 14:59,73,51,46.13,,4,0,29.96,1014.5,,,,73
5/2/23 15:59,75,52,44.59,,5,0,29.97,1014.9,,,,75
5/2/23 16:59,77,50,38.74,120,4,0,29.97,1014.9,,,,77
5/2/23 17:59,79,51,37.78,,3,0,29.95,1014.2,,,,79
5/2/23 18:59,75,57,53.52,250,4,0,29.93,1013.5,,,,75
5/2/23 19:59,76,52,43.28,,3,0,29.92,1013,,,,75.9
5/2/23 20:59,75,54,47.99,,3,0,29.89,1012.2,,,,75
5/2/23 21:59,75,54,47.99,0,0,0,29.87,1011.4,,,,75
5/2/23 22:59,74,57,55.53,0,0,0,29.86,1011,,,,73.9
5/2/23 23:59,73,59,61.5,0,0,0,29.87,1011.4,,,,73
5/3/23 0:59,71,60,68.21,0,0,0,29.87,1011.4,,,,71.1
5/3/23 1:59,70,60,70.81,0,0,0,29.88,1011.8,,,,70
5/3/23 2:59,70,60,70.81,0,0,0,29.9,1012.4,,,,70
5/3/23 3:59,67,61,81.33,0,0,0,29.89,1011.9,,,,66.9
5/3/23 4:59,65,62,90.64,0,0,0,29.9,1012.4,,,,64.9
5/3/23 6:59,67,63,87.28,0,0,0,29.9,1012.4,,,,66.9
5/3/23 7:59,71,65,80.78,,3,0,29.89,1012.3,,,,71.1
5/3/23 8:59,68,63,84.03,0,0,0,29.9,1012.6,,,,68
5/3/23 9:59,67,64,90.4,0,0,0,29.91,1012.8,,,,66.9
5/3/23 10:59,65,63,93.56,360,3,0,29.93,1013.3,,,,64.9
5/3/23 11:59,67,64,90.4,330,3,0,29.95,1014.2,,,,66.9
5/3/23 12:59,70,64,81.27,340,3,0,29.95,1014.2,,,,70
5/3/23 13:59,72,61,68.31,350,5,0,29.96,1014.5,,,,72
5/3/23 14:59,74,60,62.05,,3,0,29.97,1014.7,,,,73.9
5/3/23 15:59,75,63,66.27,280,5,0,29.98,1015,,,,75
5/3/23 16:59,76,63,64.31,250,5,0,29.97,1014.8,,,,75.9
5/3/23 17:59,76,65,68.73,,4,0,29.95,1014.1,,,,75.9
5/3/23 18:59,78,65,63.9,,4,0,29.92,1013.2,,,,78.1
5/3/23 19:59,77,61,57.77,210,5,0,29.9,1012.3,,,,77
5/3/23 20:59,79,62,56.23,,3,0,29.88,1011.7,,,,79
5/3/23 21:59,79,59,50.36,200,4,0,29.87,1011.5,,,,79
5/3/23 22:59,79,62,56.23,,3,0,29.88,1011.7,,,,79
5/3/23 23:59,77,63,62,,3,0,29.88,1011.7,,,,77
5/4/23 0:59,73,64,73.4,0,0,0,29.88,1011.9,,,,73
5/4/23 1:59,72,65,78.35,0,0,0,29.9,1012.3,,,,72
5/4/23 2:59,72,66,81.41,240,4,0,29.92,1013.2,,,,72
5/4/23 3:59,72,66,81.41,,3,0,29.93,1013.5,,,,72
5/4/23 4:59,71,66,83.93,0,0,0,29.93,1013.5,,,,71.1
5/4/23 5:59,68,66,93.32,0,0,0,29.93,1013.4,,,,68
5/4/23 6:59,67,65,93.29,0,0,0,29.92,1013.1,,,,66.9
5/4/23 8:59,65,64,96.9,0,0,0,29.91,1012.7,,,,64.9
5/4/23 9:59,64,63,96.55,0,0,0,29.91,1012.8,,,,64
5/4/23 10:59,64,63,96.55,0,0,0,29.94,1013.7,,,,64
5/4/23 11:59,64,63,96.55,0,0,0,29.96,1014.6,,,,64
5/4/23 12:59,69,65,86.48,0,0,0,29.97,1014.7,,,,69.1
5/4/23 14:59,76,57,51.93,130,4,0,30,1015.7,,,,75.9
5/4/23 15:59,78,57,48.28,130,4,0,29.99,1015.6,,,,78.1
5/4/23 16:59,80,60,50.52,130,5,0,29.99,1015.4,,,,80.94
5/4/23 19:59,79,64,60.11,,6,0,29.95,1014.2,,,,79
5/4/23 21:59,78,65,63.9,,5,0,29.92,1013.1,,,,78.1
5/4/23 22:59,78,64,61.92,,4,0,29.91,1012.8,,,,78.1
5/4/23 23:59,76,64,66.6,,3,0,29.91,1012.8,,,,75.9
5/5/23 0:59,73,64,73.4,,3,0,29.92,1013.1,,,,73
5/5/23 2:59,72,66,81.41,,3,0,29.93,1013.3,,,,72
5/5/23 3:59,72,66,81.41,130,5,0,29.93,1013.4,,,,72
5/5/23 4:59,72,66,81.41,,3,0,29.93,1013.5,,,,72
5/5/23 5:59,73,68,84.34,,4,0,29.94,1013.8,,,,73
5/5/23 6:59,73,70,90.32,,3,0,29.93,1013.5,,,,73
5/5/23 7:59,74,70,87.63,,3,0,29.93,1013.4,,,,73.9
5/5/23 8:59,73,71,93.77,0,0,0,29.91,1012.7,,,,73
5/5/23 9:59,74,72,93.79,,4,0,29.91,1012.8,,,,73.9
5/5/23 10:59,74,72,93.79,,3,0,29.91,1012.9,,,,73.9
5/5/23 11:59,74,73,97.02,0,0,0.07,29.95,1014.1,,,,73.9
5/5/23 13:59,76,74,93.53,,3,0,29.96,1014.4,,,,75.9
5/5/23 14:59,76,74,93.53,140,5,0,29.97,1014.7,,,,75.9
5/5/23 15:59,78,75,90.21,,3,0,29.97,1014.9,,,,78.1
5/5/23 16:59,79,75,87.58,,4,0,29.97,1015,,,,79
5/5/23 17:59,81,75,82.03,,5,0,29.97,1014.9,,,,86.83
5/5/23 18:59,81,75,82.03,,3,0,29.95,1014.3,,,,86.83
5/5/23 19:59,80,75,84.47,,3,0,29.95,1014.3,,,,85.09
5/5/23 20:59,80,74,81.42,,3,0,29.95,1014.1,,,,84.64
5/5/23 21:59,80,74,81.42,,5,0,29.95,1014.1,,,,84.64
5/5/23 22:59,79,75,87.58,,3,0,29.95,1014.3,,,,79
5/5/23 23:59,77,74,90.17,,3,0,29.94,1013.9,,,,77
5/6/23 0:59,75,74,96.38,,3,0,29.95,1014,,,,75
5/6/23 1:59,75,75,100,,4,0,29.96,1014.4,,,,75
5/6/23 2:59,75,74,96.38,130,6,0,29.97,1014.7,,,,75
5/6/23 3:59,75,75,100,120,4,0,29.98,1015.1,,,,75
5/6/23 4:59,76,75,97.04,130,6,0,29.98,1015.2,,,,75.9
5/6/23 5:59,75,75,100,,4,0,29.99,1015.4,,,,75
5/6/23 6:59,75,74,96.38,,3,0,29.98,1015,,,,75
5/6/23 7:59,75,74,96.38,,4,0,29.96,1014.6,,,,75
5/6/23 8:59,75,75,100,,4,0,29.96,1014.5,,,,75
5/6/23 9:59,76,75,97.04,0,0,0,29.96,1014.5,,,,75.9
5/6/23 10:59,76,75,97.04,0,0,0,29.99,1015.6,,,,75.9
5/6/23 11:59,75,75,100,0,0,0,30.01,1016,,,,75
5/6/23 12:59,67,66,96.93,,4,1.36,30.07,1018.1,15,29,210,66.9
5/6/23 13:59,67,67,100,0,0,0.14,30.03,1017,,,,66.9
5/6/23 14:59,68,68,100,,3,0,30.06,1017.8,,,,68
5/6/23 15:59,72,70,93.43,110,5,0,30.04,1017.3,,,,72
5/6/23 16:59,75,70,84.46,,6,0,30.07,1018.2,,,,75
5/6/23 17:59,73,69,87.59,,3,0,30.1,1019.1,,,,73
5/6/23 18:59,67,67,100,,6,0.45,30.1,1019.3,18,,,66.9
5/6/23 19:59,68,67,96.28,100,7,0.01,30.09,1018.8,,,,68
5/6/23 20:59,70,66,87.14,,6,0,30.09,1018.8,,,,70
5/6/23 21:59,71,66,83.93,120,10,0,30.06,1017.9,18,,,71.1
5/6/23 22:59,73,67,81.2,120,8,0,30.04,1017.2,17,,,73
5/6/23 23:59,73,67,81.2,120,6,0,30.03,1016.9,,,,73
5/7/23 0:59,73,68,84.34,120,6,0,30.03,1017,,,,73
5/7/23 1:59,73,68,84.34,130,5,0,30.03,1016.9,,,,73
5/7/23 2:59,72,69,90.59,110,4,0,30.04,1017.1,,,,72
5/7/23 3:59,71,69,93.4,110,3,0,30.05,1017.6,,,,71.1
5/7/23 4:59,70,68,93.37,0,0,0,30.06,1018,,,,70
5/7/23 5:59,69,68,96.29,0,0,0,30.06,1017.7,,,,69.1
5/7/23 6:59,69,68,96.29,0,0,0,30.05,1017.7,,,,69.1
5/7/23 7:59,69,68,96.29,110,4,0,30.03,1017,,,,69.1
5/7/23 8:59,69,68,96.29,0,0,0,30.04,1017.2,,,,69.1
5/7/23 9:59,70,69,96.97,100,3,0,30.04,1017.2,,,,70
5/7/23 10:59,70,70,100,,3,0,30.03,1016.9,,,,70
5/7/23 11:59,71,71,100,110,4,0,30.07,1018,,,,71.1
5/7/23 12:59,73,72,96.68,110,4,0,30.08,1018.4,,,,73
5/7/23 13:59,75,72,90.4,120,10,0,30.07,1018.3,,,,75
5/7/23 14:59,77,73,87.48,120,7,0,30.06,1017.8,,,,77
5/7/23 15:59,79,73,81.89,130,8,0,30.05,1017.6,17,,,79
5/7/23 16:59,79,73,81.89,130,9,0,30.07,1018,17,,,79
5/7/23 17:59,80,73,78.99,150,5,0,30.07,1018.3,,,,84.3
5/7/23 18:59,80,73,78.99,,5,0,30.08,1018.4,,,,84.3
5/7/23 19:59,79,72,79.17,140,6,0,30.07,1018.1,,,,79
5/7/23 20:59,77,73,87.48,0,0,0,30.04,1017.3,,,,77
5/7/23 21:59,77,73,87.48,,4,0,30.02,1016.6,,,,77
5/7/23 22:59,77,73,87.48,150,4,0,30.03,1016.8,,,,77
5/7/23 23:59,77,72,84.58,130,5,0,30,1016,,,,77
5/8/23 0:59,75,73,93.51,120,4,0,29.99,1015.6,,,,75
5/8/23 1:59,75,73,93.51,120,4,0,29.98,1015.2,,,,75
5/8/23 2:59,74,73,97.02,120,4,0,29.99,1015.6,,,,73.9
5/8/23 3:59,74,73,97.02,110,4,0,30.01,1016.3,,,,73.9
5/8/23 4:59,74,73,97.02,110,3,0,30.01,1016.2,,,,73.9
5/8/23 5:59,73,73,100,130,3,0,30.01,1016.2,,,,73
5/8/23 6:59,74,73,97.02,120,4,0,30,1015.7,,,,73.9
5/8/23 7:59,74,73,97.02,140,3,0,29.98,1015.1,,,,73.9
5/8/23 8:59,73,73,100,,3,0,29.96,1014.5,,,,73
5/8/23 9:59,73,73,100,,3,0,29.96,1014.4,,,,73
5/8/23 10:59,73,73,100,0,0,0,29.98,1015.3,,,,73
5/8/23 11:59,74,73,97.02,0,0,0,30,1015.9,,,,73.9
5/8/23 12:59,75,74,96.38,0,0,0,30.01,1016.1,,,,75
5/8/23 13:59,76,74,93.53,130,4,0,30.03,1016.7,,,,75.9
5/8/23 14:59,78,74,86.95,,6,0,30.03,1016.8,,,,78.1
5/8/23 15:59,78,73,84.36,160,4,0,30.04,1017.3,,,,78.1
5/8/23 16:59,77,73,87.48,120,4,0,30.04,1017.3,,,,77
5/8/23 17:59,78,74,86.95,130,5,0,30.04,1017.1,,,,78.1
5/8/23 18:59,79,72,79.17,130,6,0,30.01,1016.2,,,,79
5/8/23 19:59,79,73,81.89,,5,0,29.99,1015.4,,,,79
5/8/23 20:59,79,73,81.89,,5,0,29.97,1014.7,,,,79
5/8/23 21:59,78,73,84.36,0,0,0,29.96,1014.4,,,,78.1
5/8/23 22:59,79,74,84.41,,5,0,29.96,1014.5,,,,79
5/8/23 23:59,77,73,87.48,130,4,0,29.97,1014.8,,,,77
5/9/23 0:59,76,73,90.74,140,4,0,29.99,1015.4,,,,75.9
5/9/23 1:59,75,73,93.51,0,0,0,30.01,1016.2,,,,75
5/9/23 2:59,75,74,96.38,0,0,0,30.02,1016.5,,,,75
5/9/23 3:59,75,74,96.38,0,0,0,30.03,1016.7,,,,75
5/9/23 4:59,74,73,97.02,130,3,0,30,1015.9,,,,73.9
5/9/23 5:59,74,74,100,,5,0,29.95,1014.2,,,,73.9
5/9/23 6:59,74,73,97.02,,3,0,29.93,1013.6,,,,73.9
5/9/23 7:59,74,74,100,,3,0,29.94,1013.8,,,,73.9
5/9/23 8:59,74,74,100,0,0,0,29.95,1014,,,,73.9
5/9/23 9:59,74,73,97.02,0,0,0,29.95,1014.2,,,,73.9
5/9/23 10:59,74,73,97.02,0,0,0,29.97,1014.8,,,,73.9
5/9/23 11:59,74,73,97.02,0,0,0,29.99,1015.4,,,,73.9
5/9/23 12:59,75,74,96.38,0,0,0,29.99,1015.5,,,,75
5/9/23 15:59,80,73,78.99,140,9,0,30.01,1016.2,,,,84.3
5/9/23 16:59,81,73,76.7,,,0,30.03,1016.8,,,,85.81
5/9/23 17:59,79,74,84.41,,4,0,30.01,1016.3,,,,79
5/9/23 18:59,72,70,93.43,250,5,0.63,30,1015.9,,,,72
5/9/23 19:59,74,71,90.97,0,0,0,29.98,1015,,,,73.9
5/9/23 20:59,76,71,85.09,,,0,29.94,1013.9,,,,75.9
5/9/23 21:59,77,71,82.03,,4,0,29.97,1014.7,,,,77
5/9/23 22:59,76,71,85.09,0,0,0,29.97,1014.8,,,,75.9
5/9/23 23:59,74,71,90.97,0,0,0,29.97,1014.8,,,,73.9
5/10/23 0:59,73,70,90.32,0,0,0,29.98,1015.2,,,,73
5/10/23 1:59,74,71,90.97,0,0,0,30.03,1016.9,,,,73.9
5/10/23 2:59,70,67,89.9,0,0,0.02,29.98,1015.2,,,,70
5/10/23 4:59,72,69,90.59,130,4,0,29.96,1014.4,,,,72
5/10/23 5:59,72,70,93.43,0,0,0,29.96,1014.6,,,,72
5/10/23 6:59,72,69,90.59,130,4,0,29.94,1013.9,,,,72
5/10/23 7:59,72,70,93.43,0,0,0,29.93,1013.5,,,,72
5/10/23 8:59,72,70,93.43,0,0,0,29.93,1013.4,,,,72
5/10/23 10:59,73,72,96.68,120,3,0,29.93,1013.6,,,,73
5/10/23 11:59,73,73,100,0,0,0.04,29.98,1015.2,,,,73
5/10/23 12:59,74,72,93.79,130,6,0,29.99,1015.5,,,,73.9
5/10/23 13:59,75,72,90.4,,3,0,29.99,1015.6,,,,75
5/10/23 14:59,78,73,84.36,130,7,0,29.99,1015.5,,,,78.1
5/10/23 15:59,79,72,79.17,,5,0,30,1015.8,,,,79
5/10/23 16:59,79,71,76.79,,4,0,30,1015.8,,,,79
5/10/23 17:59,79,71,76.79,150,6,0,29.99,1015.6,,,,79
5/10/23 18:59,79,71,76.79,130,8,0,29.96,1014.4,,,,79
5/10/23 19:59,79,72,79.17,130,6,0,29.95,1014.1,,,,79
5/10/23 20:59,79,72,79.17,,4,0,29.93,1013.5,,,,79
5/10/23 21:59,79,71,76.79,130,8,0,29.92,1013.1,,,,79
5/10/23 22:59,78,72,81.55,140,7,0,29.92,1013.1,,,,78.1
5/10/23 23:59,76,72,87.73,130,9,0,29.9,1012.5,16,,,75.9
5/11/23 0:59,76,73,90.74,130,9,0,29.9,1012.4,,,,75.9
5/11/23 1:59,75,73,93.51,130,7,0.01,29.92,1013.1,,,,75
5/11/23 2:59,75,73,93.51,120,6,0,29.93,1013.4,,,,75
5/11/23 3:59,75,73,93.51,110,6,0,29.92,1013.2,,,,75
5/11/23 4:59,75,73,93.51,120,5,0,29.92,1013.1,,,,75
5/11/23 5:59,75,73,93.51,120,7,0,29.91,1012.8,,,,75
5/11/23 6:59,75,73,93.51,130,7,0,29.9,1012.5,,,,75
