"sampleNo","DateTime","raw_EC","temp","adjusted_SpC","transect","plot","tidal"
46,2023-03-09 22:18:00,1301.3,17.45,1562.8,"Young","3","intertidal"
47,2023-03-09 22:33:00,1301.3,17.46,1562.5,"Young","3","intertidal"
48,2023-03-09 22:48:00,1301.3,17.46,1562.5,"Young","3","intertidal"
49,2023-03-09 23:03:00,1301.7,17.47,1562.6,"Young","3","intertidal"
50,2023-03-09 23:18:00,1301.7,17.47,1562.6,"Young","3","intertidal"
51,2023-03-09 23:33:00,1301.7,17.49,1561.8,"Young","3","intertidal"
52,2023-03-09 23:48:00,1301.7,17.49,1561.8,"Young","3","intertidal"
53,2023-03-10 00:03:00,1302.1,17.5,1562,"Young","3","intertidal"
54,2023-03-10 00:18:00,1302.1,17.5,1562,"Young","3","intertidal"
55,2023-03-10 00:33:00,1302.5,17.5,1562.4,"Young","3","intertidal"
56,2023-03-10 00:48:00,1302.5,17.5,1562.4,"Young","3","intertidal"
57,2023-03-10 01:03:00,1302.9,17.51,1562.5,"Young","3","intertidal"
58,2023-03-10 01:18:00,1302.9,17.51,1562.5,"Young","3","intertidal"
59,2023-03-10 01:33:00,1303.3,17.52,1562.7,"Young","3","intertidal"
60,2023-03-10 01:48:00,1303.3,17.52,1562.7,"Young","3","intertidal"
61,2023-03-10 02:03:00,1302.9,17.52,1562.2,"Young","3","intertidal"
62,2023-03-10 02:18:00,1303.3,17.54,1561.9,"Young","3","intertidal"
63,2023-03-10 02:33:00,1303.7,17.54,1562.4,"Young","3","intertidal"
64,2023-03-10 02:48:00,1303.7,17.54,1562.4,"Young","3","intertidal"
65,2023-03-10 03:03:00,1304.2,17.55,1562.6,"Young","3","intertidal"
66,2023-03-10 03:18:00,1303.7,17.55,1562,"Young","3","intertidal"
67,2023-03-10 03:33:00,1303.7,17.55,1562,"Young","3","intertidal"
68,2023-03-10 03:48:00,1303.7,17.55,1562,"Young","3","intertidal"
69,2023-03-10 04:03:00,1303.7,17.55,1562,"Young","3","intertidal"
70,2023-03-10 04:18:00,1303.3,17.54,1561.9,"Young","3","intertidal"
71,2023-03-10 04:33:00,1302.9,17.52,1562.2,"Young","3","intertidal"
72,2023-03-10 04:48:00,1302.9,17.54,1561.4,"Young","3","intertidal"
73,2023-03-10 05:03:00,1304.2,17.52,1563.7,"Young","3","intertidal"
74,2023-03-10 05:18:00,1308.5,17.52,1568.9,"Young","3","intertidal"
75,2023-03-10 05:33:00,1307.6,17.54,1567.1,"Young","3","intertidal"
76,2023-03-10 05:48:00,1306.3,17.54,1565.5,"Young","3","intertidal"
77,2023-03-10 06:03:00,1306.3,17.55,1565.1,"Young","3","intertidal"
78,2023-03-10 06:18:00,1306.3,17.56,1564.8,"Young","3","intertidal"
79,2023-03-10 06:33:00,1306.3,17.56,1564.8,"Young","3","intertidal"
80,2023-03-10 06:48:00,1306.3,17.55,1565.1,"Young","3","intertidal"
81,2023-03-10 07:03:00,1305,17.52,1564.7,"Young","3","intertidal"
82,2023-03-10 07:18:00,1301.7,17.46,1563,"Young","3","intertidal"
83,2023-03-10 07:33:00,1299.2,17.42,1561.4,"Young","3","intertidal"
84,2023-03-10 07:48:00,1299.2,17.41,1561.8,"Young","3","intertidal"
85,2023-03-10 08:03:00,1294.5,17.39,1556.9,"Young","3","intertidal"
86,2023-03-10 08:18:00,1295.8,17.37,1559.2,"Young","3","intertidal"
87,2023-03-10 08:33:00,1294.5,17.39,1556.9,"Young","3","intertidal"
88,2023-03-10 08:48:00,1291.1,17.4,1552.4,"Young","3","intertidal"
89,2023-03-10 09:03:00,1282,17.44,1540,"Young","3","intertidal"
90,2023-03-10 09:18:00,1277.3,17.47,1533.3,"Young","3","intertidal"
91,2023-03-10 09:33:00,1278.9,17.51,1533.8,"Young","3","intertidal"
92,2023-03-10 09:48:00,1279.3,17.54,1533.2,"Young","3","intertidal"
93,2023-03-10 10:03:00,1279.7,17.57,1532.5,"Young","3","intertidal"
94,2023-03-10 10:18:00,1280.5,17.6,1532.4,"Young","3","intertidal"
95,2023-03-10 10:33:00,1281.4,17.6,1533.5,"Young","3","intertidal"
96,2023-03-10 10:48:00,1281.4,17.62,1532.8,"Young","3","intertidal"
97,2023-03-10 11:03:00,1282.2,17.62,1533.7,"Young","3","intertidal"
98,2023-03-10 11:18:00,1282.2,17.64,1533,"Young","3","intertidal"
99,2023-03-10 11:33:00,1282.6,17.64,1533.5,"Young","3","intertidal"
100,2023-03-10 11:48:00,1282.6,17.65,1533.1,"Young","3","intertidal"
101,2023-03-10 12:03:00,1283,17.65,1533.6,"Young","3","intertidal"
102,2023-03-10 12:18:00,1282.6,17.66,1532.8,"Young","3","intertidal"
103,2023-03-10 12:33:00,1283,17.66,1533.2,"Young","3","intertidal"
104,2023-03-10 12:48:00,1283,17.66,1533.2,"Young","3","intertidal"
105,2023-03-10 13:03:00,1283,17.66,1533.2,"Young","3","intertidal"
106,2023-03-10 13:18:00,1283,17.66,1533.2,"Young","3","intertidal"
107,2023-03-10 13:33:00,1283,17.66,1533.2,"Young","3","intertidal"
108,2023-03-10 13:48:00,1283,17.66,1533.2,"Young","3","intertidal"
109,2023-03-10 14:03:00,1283.4,17.66,1533.7,"Young","3","intertidal"
110,2023-03-10 14:18:00,1283,17.66,1533.2,"Young","3","intertidal"
111,2023-03-10 14:33:00,1283,17.66,1533.2,"Young","3","intertidal"
112,2023-03-10 14:48:00,1283.4,17.67,1533.4,"Young","3","intertidal"
113,2023-03-10 15:03:00,1283,17.66,1533.2,"Young","3","intertidal"
114,2023-03-10 15:18:00,1283,17.66,1533.2,"Young","3","intertidal"
115,2023-03-10 15:33:00,1283.4,17.66,1533.7,"Young","3","intertidal"
116,2023-03-10 15:48:00,1283.4,17.67,1533.4,"Young","3","intertidal"
117,2023-03-10 16:03:00,1283,17.66,1533.2,"Young","3","intertidal"
118,2023-03-10 16:18:00,1283,17.66,1533.2,"Young","3","intertidal"
119,2023-03-10 16:33:00,1283,17.66,1533.2,"Young","3","intertidal"
120,2023-03-10 16:48:00,1283,17.66,1533.2,"Young","3","intertidal"
121,2023-03-10 17:03:00,1283,17.66,1533.2,"Young","3","intertidal"
122,2023-03-10 17:18:00,1283.9,17.66,1534.3,"Young","3","intertidal"
123,2023-03-10 17:33:00,1283.4,17.66,1533.7,"Young","3","intertidal"
124,2023-03-10 17:48:00,1283,17.66,1533.2,"Young","3","intertidal"
125,2023-03-10 18:03:00,1283,17.66,1533.2,"Young","3","intertidal"
126,2023-03-10 18:18:00,1283.4,17.66,1533.7,"Young","3","intertidal"
127,2023-03-10 18:33:00,1283,17.66,1533.2,"Young","3","intertidal"
128,2023-03-10 18:48:00,1283,17.66,1533.2,"Young","3","intertidal"
129,2023-03-10 19:03:00,1283.4,17.66,1533.7,"Young","3","intertidal"
130,2023-03-10 19:18:00,1283.4,17.66,1533.7,"Young","3","intertidal"
131,2023-03-10 19:33:00,1283,17.65,1533.6,"Young","3","intertidal"
132,2023-03-10 19:48:00,1283.4,17.66,1533.7,"Young","3","intertidal"
133,2023-03-10 20:03:00,1283,17.65,1533.6,"Young","3","intertidal"
134,2023-03-10 20:18:00,1283.4,17.66,1533.7,"Young","3","intertidal"
135,2023-03-10 20:33:00,1283.4,17.66,1533.7,"Young","3","intertidal"
136,2023-03-10 20:48:00,1283.4,17.66,1533.7,"Young","3","intertidal"
137,2023-03-10 21:03:00,1283.9,17.66,1534.3,"Young","3","intertidal"
138,2023-03-10 21:18:00,1283.9,17.66,1534.3,"Young","3","intertidal"
139,2023-03-10 21:33:00,1283.9,17.66,1534.3,"Young","3","intertidal"
140,2023-03-10 21:48:00,1283.9,17.66,1534.3,"Young","3","intertidal"
141,2023-03-10 22:03:00,1283.9,17.66,1534.3,"Young","3","intertidal"
142,2023-03-10 22:18:00,1283.9,17.66,1534.3,"Young","3","intertidal"
143,2023-03-10 22:33:00,1283.9,17.66,1534.3,"Young","3","intertidal"
144,2023-03-10 22:48:00,1283.9,17.67,1534,"Young","3","intertidal"
145,2023-03-10 23:03:00,1283.9,17.67,1534,"Young","3","intertidal"
146,2023-03-10 23:18:00,1283.8,17.69,1533.1,"Young","3","intertidal"
147,2023-03-10 23:33:00,1283.9,17.67,1534,"Young","3","intertidal"
148,2023-03-10 23:48:00,1283.8,17.69,1533.1,"Young","3","intertidal"
149,2023-03-11 00:03:00,1283.9,17.67,1534,"Young","3","intertidal"
150,2023-03-11 00:18:00,1284.3,17.69,1533.7,"Young","3","intertidal"
151,2023-03-11 00:33:00,1284.3,17.69,1533.7,"Young","3","intertidal"
152,2023-03-11 00:48:00,1284.3,17.69,1533.7,"Young","3","intertidal"
153,2023-03-11 01:03:00,1284.3,17.69,1533.7,"Young","3","intertidal"
154,2023-03-11 01:18:00,1284.3,17.69,1533.7,"Young","3","intertidal"
155,2023-03-11 01:33:00,1284.7,17.7,1533.8,"Young","3","intertidal"
156,2023-03-11 01:48:00,1284.7,17.69,1534.2,"Young","3","intertidal"
157,2023-03-11 02:03:00,1285.1,17.7,1534.3,"Young","3","intertidal"
158,2023-03-11 02:18:00,1285.1,17.7,1534.3,"Young","3","intertidal"
159,2023-03-11 02:33:00,1284.7,17.7,1533.8,"Young","3","intertidal"
160,2023-03-11 02:48:00,1285.1,17.7,1534.3,"Young","3","intertidal"
161,2023-03-11 03:03:00,1285.1,17.71,1533.9,"Young","3","intertidal"
162,2023-03-11 03:18:00,1285.1,17.71,1533.9,"Young","3","intertidal"
163,2023-03-11 03:33:00,1285.1,17.7,1534.3,"Young","3","intertidal"
164,2023-03-11 03:48:00,1285.1,17.7,1534.3,"Young","3","intertidal"
165,2023-03-11 04:03:00,1285.1,17.7,1534.3,"Young","3","intertidal"
166,2023-03-11 04:18:00,1285.5,17.71,1534.4,"Young","3","intertidal"
167,2023-03-11 04:33:00,1285.1,17.71,1533.9,"Young","3","intertidal"
168,2023-03-11 04:48:00,1285.5,17.71,1534.4,"Young","3","intertidal"
169,2023-03-11 05:03:00,1285.5,17.71,1534.4,"Young","3","intertidal"
170,2023-03-11 05:18:00,1285.1,17.71,1533.9,"Young","3","intertidal"
171,2023-03-11 05:33:00,1285.5,17.71,1534.4,"Young","3","intertidal"
172,2023-03-11 05:48:00,1285.1,17.71,1533.9,"Young","3","intertidal"
173,2023-03-11 06:03:00,1285.1,17.7,1534.3,"Young","3","intertidal"
174,2023-03-11 06:18:00,1285.1,17.7,1534.3,"Young","3","intertidal"
175,2023-03-11 06:33:00,1285.1,17.69,1534.7,"Young","3","intertidal"
176,2023-03-11 06:48:00,1286.4,17.69,1536.2,"Young","3","intertidal"
177,2023-03-11 07:03:00,1291.1,17.69,1541.8,"Young","3","intertidal"
178,2023-03-11 07:18:00,1293.7,17.69,1544.9,"Young","3","intertidal"
179,2023-03-11 07:33:00,1295,17.69,1546.5,"Young","3","intertidal"
180,2023-03-11 07:48:00,1296.7,17.69,1548.5,"Young","3","intertidal"
181,2023-03-11 08:03:00,1297.1,17.7,1548.6,"Young","3","intertidal"
182,2023-03-11 08:18:00,1297.5,17.7,1549.1,"Young","3","intertidal"
183,2023-03-11 08:33:00,1297.5,17.69,1549.5,"Young","3","intertidal"
184,2023-03-11 08:48:00,1298.4,17.67,1551.3,"Young","3","intertidal"
185,2023-03-11 09:03:00,1298.4,17.66,1551.6,"Young","3","intertidal"
186,2023-03-11 09:18:00,1298.4,17.65,1552,"Young","3","intertidal"
187,2023-03-11 09:33:00,1298,17.65,1551.5,"Young","3","intertidal"
188,2023-03-11 09:48:00,1298.9,17.65,1552.6,"Young","3","intertidal"
189,2023-03-11 10:03:00,1299.3,17.65,1553.1,"Young","3","intertidal"
190,2023-03-11 10:18:00,1299.7,17.65,1553.6,"Young","3","intertidal"
191,2023-03-11 10:33:00,1299.7,17.66,1553.2,"Young","3","intertidal"
192,2023-03-11 10:48:00,1299.7,17.67,1552.8,"Young","3","intertidal"
193,2023-03-11 11:03:00,1298,17.69,1550.1,"Young","3","intertidal"
194,2023-03-11 11:18:00,1297.1,17.7,1548.6,"Young","3","intertidal"
195,2023-03-11 11:33:00,1295.8,17.7,1547.1,"Young","3","intertidal"
196,2023-03-11 11:48:00,1294.9,17.71,1545.6,"Young","3","intertidal"
197,2023-03-11 12:03:00,1294.1,17.71,1544.7,"Young","3","intertidal"
198,2023-03-11 12:18:00,1293.6,17.72,1543.7,"Young","3","intertidal"
199,2023-03-11 12:33:00,1292.8,17.72,1542.8,"Young","3","intertidal"
200,2023-03-11 12:48:00,1292.3,17.72,1542.2,"Young","3","intertidal"
201,2023-03-11 13:03:00,1292.3,17.72,1542.2,"Young","3","intertidal"
202,2023-03-11 13:18:00,1292.3,17.72,1542.2,"Young","3","intertidal"
203,2023-03-11 13:33:00,1292.3,17.72,1542.2,"Young","3","intertidal"
204,2023-03-11 13:48:00,1294.1,17.72,1544.3,"Young","3","intertidal"
205,2023-03-11 14:03:00,1294.9,17.72,1545.3,"Young","3","intertidal"
206,2023-03-11 14:18:00,1295.3,17.72,1545.7,"Young","3","intertidal"
207,2023-03-11 14:33:00,1294.9,17.72,1545.3,"Young","3","intertidal"
208,2023-03-11 14:48:00,1294.1,17.72,1544.3,"Young","3","intertidal"
209,2023-03-11 15:03:00,1294.1,17.72,1544.3,"Young","3","intertidal"
210,2023-03-11 15:18:00,1294.1,17.72,1544.3,"Young","3","intertidal"
211,2023-03-11 15:33:00,1294.1,17.72,1544.3,"Young","3","intertidal"
212,2023-03-11 15:48:00,1294.5,17.72,1544.8,"Young","3","intertidal"
213,2023-03-11 16:03:00,1294.1,17.72,1544.3,"Young","3","intertidal"
214,2023-03-11 16:18:00,1294.1,17.71,1544.7,"Young","3","intertidal"
215,2023-03-11 16:33:00,1294.1,17.72,1544.3,"Young","3","intertidal"
216,2023-03-11 16:48:00,1294.1,17.71,1544.7,"Young","3","intertidal"
217,2023-03-11 17:03:00,1294.5,17.71,1545.2,"Young","3","intertidal"
218,2023-03-11 17:18:00,1294.5,17.72,1544.8,"Young","3","intertidal"
219,2023-03-11 17:33:00,1294.9,17.72,1545.3,"Young","3","intertidal"
220,2023-03-11 17:48:00,1295.8,17.72,1546.3,"Young","3","intertidal"
221,2023-03-11 18:03:00,1295.3,17.72,1545.7,"Young","3","intertidal"
222,2023-03-11 18:18:00,1295.8,17.72,1546.3,"Young","3","intertidal"
223,2023-03-11 18:33:00,1295.8,17.72,1546.3,"Young","3","intertidal"
224,2023-03-11 18:48:00,1295.8,17.74,1545.6,"Young","3","intertidal"
225,2023-03-11 19:03:00,1295.3,17.72,1545.7,"Young","3","intertidal"
226,2023-03-11 19:18:00,1294.1,17.72,1544.3,"Young","3","intertidal"
227,2023-03-11 19:33:00,1292.3,17.72,1542.2,"Young","3","intertidal"
228,2023-03-11 19:48:00,1291.5,17.72,1541.2,"Young","3","intertidal"
229,2023-03-11 20:03:00,1290.2,17.72,1539.7,"Young","3","intertidal"
230,2023-03-11 20:18:00,1288.9,17.72,1538.1,"Young","3","intertidal"
231,2023-03-11 20:33:00,1288.1,17.72,1537.2,"Young","3","intertidal"
232,2023-03-11 20:48:00,1287.6,17.72,1536.6,"Young","3","intertidal"
233,2023-03-11 21:03:00,1287.7,17.71,1537,"Young","3","intertidal"
234,2023-03-11 21:18:00,1288.1,17.72,1537.2,"Young","3","intertidal"
235,2023-03-11 21:33:00,1287.7,17.71,1537,"Young","3","intertidal"
236,2023-03-11 21:48:00,1284.6,17.72,1533,"Young","3","intertidal"
237,2023-03-11 22:03:00,1281.7,17.71,1529.9,"Young","3","intertidal"
238,2023-03-11 22:18:00,1277.8,17.71,1525.2,"Young","3","intertidal"
239,2023-03-11 22:33:00,1272.7,17.7,1519.5,"Young","3","intertidal"
240,2023-03-11 22:48:00,1270.1,17.71,1516,"Young","3","intertidal"
241,2023-03-11 23:03:00,1268.4,17.7,1514.4,"Young","3","intertidal"
242,2023-03-11 23:18:00,1268.8,17.7,1514.8,"Young","3","intertidal"
243,2023-03-11 23:33:00,1268.4,17.7,1514.4,"Young","3","intertidal"
244,2023-03-11 23:48:00,1266.7,17.7,1512.3,"Young","3","intertidal"
245,2023-03-12 00:03:00,1266.7,17.71,1512,"Young","3","intertidal"
246,2023-03-12 00:18:00,1266.7,17.71,1512,"Young","3","intertidal"
247,2023-03-12 00:33:00,1267.1,17.71,1512.5,"Young","3","intertidal"
248,2023-03-12 00:48:00,1266.7,17.71,1512,"Young","3","intertidal"
249,2023-03-12 01:03:00,1266.7,17.71,1512,"Young","3","intertidal"
250,2023-03-12 01:18:00,1266.7,17.71,1512,"Young","3","intertidal"
251,2023-03-12 01:33:00,1266.3,17.71,1511.5,"Young","3","intertidal"
252,2023-03-12 01:48:00,1266.3,17.71,1511.5,"Young","3","intertidal"
253,2023-03-12 02:03:00,1266.3,17.71,1511.5,"Young","3","intertidal"
254,2023-03-12 02:18:00,1265.8,17.72,1510.5,"Young","3","intertidal"
255,2023-03-12 02:33:00,1266.3,17.71,1511.5,"Young","3","intertidal"
256,2023-03-12 02:48:00,1266.3,17.71,1511.5,"Young","3","intertidal"
257,2023-03-12 03:03:00,1266.7,17.71,1512,"Young","3","intertidal"
258,2023-03-12 03:18:00,1266.7,17.71,1512,"Young","3","intertidal"
259,2023-03-12 03:33:00,1266.3,17.71,1511.5,"Young","3","intertidal"
260,2023-03-12 03:48:00,1266.3,17.71,1511.5,"Young","3","intertidal"
261,2023-03-12 04:03:00,1266.3,17.71,1511.5,"Young","3","intertidal"
262,2023-03-12 04:18:00,1266.3,17.71,1511.5,"Young","3","intertidal"
263,2023-03-12 04:33:00,1266.3,17.71,1511.5,"Young","3","intertidal"
264,2023-03-12 04:48:00,1266.3,17.7,1511.9,"Young","3","intertidal"
265,2023-03-12 05:03:00,1266.7,17.71,1512,"Young","3","intertidal"
266,2023-03-12 05:18:00,1267.1,17.71,1512.5,"Young","3","intertidal"
267,2023-03-12 05:33:00,1266.3,17.69,1512.2,"Young","3","intertidal"
268,2023-03-12 05:48:00,1264.6,17.66,1511.2,"Young","3","intertidal"
269,2023-03-12 06:03:00,1262.5,17.61,1510.5,"Young","3","intertidal"
270,2023-03-12 06:18:00,1260.9,17.59,1509.3,"Young","3","intertidal"
271,2023-03-12 06:33:00,1260.5,17.56,1509.9,"Young","3","intertidal"
272,2023-03-12 06:48:00,1258.8,17.51,1509.7,"Young","3","intertidal"
273,2023-03-12 07:03:00,1259.3,17.51,1510.3,"Young","3","intertidal"
274,2023-03-12 07:18:00,1269.5,17.52,1522.1,"Young","3","intertidal"
275,2023-03-12 07:33:00,1273.8,17.54,1526.6,"Young","3","intertidal"
276,2023-03-12 07:48:00,1278,17.59,1529.8,"Young","3","intertidal"
277,2023-03-12 08:03:00,1279.7,17.57,1532.5,"Young","3","intertidal"
278,2023-03-12 08:18:00,1279.3,17.56,1532.4,"Young","3","intertidal"
279,2023-03-12 08:33:00,1280.6,17.55,1534.3,"Young","3","intertidal"
280,2023-03-12 08:48:00,1282.3,17.55,1536.4,"Young","3","intertidal"
281,2023-03-12 09:03:00,1284.9,17.55,1539.5,"Young","3","intertidal"
282,2023-03-12 09:18:00,1287.9,17.55,1543.1,"Young","3","intertidal"
283,2023-03-12 09:33:00,1288.3,17.54,1543.9,"Young","3","intertidal"
284,2023-03-12 09:48:00,1285.4,17.5,1541.9,"Young","3","intertidal"
285,2023-03-12 10:03:00,1283.6,17.52,1539,"Young","3","intertidal"
286,2023-03-12 10:18:00,1281.5,17.54,1535.8,"Young","3","intertidal"
287,2023-03-12 10:33:00,1280.6,17.55,1534.3,"Young","3","intertidal"
288,2023-03-12 10:48:00,1277.2,17.56,1529.9,"Young","3","intertidal"
289,2023-03-12 11:03:00,1275.4,17.57,1527.4,"Young","3","intertidal"
290,2023-03-12 11:18:00,1273.7,17.59,1524.6,"Young","3","intertidal"
291,2023-03-12 11:33:00,1272.4,17.6,1522.7,"Young","3","intertidal"
292,2023-03-12 11:48:00,1272.4,17.61,1522.4,"Young","3","intertidal"
293,2023-03-12 12:03:00,1273.2,17.61,1523.3,"Young","3","intertidal"
294,2023-03-12 12:18:00,1267.7,17.61,1516.7,"Young","3","intertidal"
295,2023-03-12 12:33:00,1264.2,17.62,1512.2,"Young","3","intertidal"
296,2023-03-12 12:48:00,1262.9,17.64,1509.9,"Young","3","intertidal"
297,2023-03-12 13:03:00,1262.5,17.62,1510.2,"Young","3","intertidal"
298,2023-03-12 13:18:00,1262.5,17.64,1509.5,"Young","3","intertidal"
299,2023-03-12 13:33:00,1262.1,17.64,1509,"Young","3","intertidal"
300,2023-03-12 13:48:00,1262.5,17.64,1509.5,"Young","3","intertidal"
301,2023-03-12 14:03:00,1262.1,17.64,1509,"Young","3","intertidal"
302,2023-03-12 14:18:00,1262.1,17.64,1509,"Young","3","intertidal"
303,2023-03-12 14:33:00,1262.5,17.64,1509.5,"Young","3","intertidal"
304,2023-03-12 14:48:00,1262.5,17.65,1509.1,"Young","3","intertidal"
305,2023-03-12 15:03:00,1262.5,17.65,1509.1,"Young","3","intertidal"
306,2023-03-12 15:18:00,1262.5,17.65,1509.1,"Young","3","intertidal"
307,2023-03-12 15:33:00,1262.5,17.65,1509.1,"Young","3","intertidal"
308,2023-03-12 15:48:00,1262.9,17.65,1509.6,"Young","3","intertidal"
309,2023-03-12 16:03:00,1262.9,17.65,1509.6,"Young","3","intertidal"
310,2023-03-12 16:18:00,1262.9,17.65,1509.6,"Young","3","intertidal"
311,2023-03-12 16:33:00,1262.9,17.64,1509.9,"Young","3","intertidal"
312,2023-03-12 16:48:00,1263.4,17.64,1510.5,"Young","3","intertidal"
313,2023-03-12 17:03:00,1262.9,17.65,1509.6,"Young","3","intertidal"
314,2023-03-12 17:18:00,1263.4,17.64,1510.5,"Young","3","intertidal"
315,2023-03-12 17:33:00,1262.9,17.64,1509.9,"Young","3","intertidal"
316,2023-03-12 17:48:00,1262.9,17.64,1509.9,"Young","3","intertidal"
317,2023-03-12 18:03:00,1262.9,17.64,1509.9,"Young","3","intertidal"
318,2023-03-12 18:18:00,1262.9,17.64,1509.9,"Young","3","intertidal"
319,2023-03-12 18:33:00,1262.9,17.64,1509.9,"Young","3","intertidal"
320,2023-03-12 18:48:00,1263.4,17.64,1510.5,"Young","3","intertidal"
321,2023-03-12 19:03:00,1263.8,17.64,1511,"Young","3","intertidal"
322,2023-03-12 19:18:00,1263.8,17.64,1511,"Young","3","intertidal"
323,2023-03-12 19:33:00,1263,17.62,1510.8,"Young","3","intertidal"
324,2023-03-12 19:48:00,1263.8,17.62,1511.7,"Young","3","intertidal"
325,2023-03-12 20:03:00,1263.8,17.62,1511.7,"Young","3","intertidal"
326,2023-03-12 20:18:00,1264.7,17.62,1512.8,"Young","3","intertidal"
327,2023-03-12 20:33:00,1264.7,17.62,1512.8,"Young","3","intertidal"
328,2023-03-12 20:48:00,1266,17.62,1514.4,"Young","3","intertidal"
329,2023-03-12 21:03:00,1266,17.62,1514.4,"Young","3","intertidal"
330,2023-03-12 21:18:00,1266,17.62,1514.4,"Young","3","intertidal"
331,2023-03-12 21:33:00,1266,17.62,1514.4,"Young","3","intertidal"
332,2023-03-12 21:48:00,1266.4,17.62,1514.8,"Young","3","intertidal"
333,2023-03-12 22:03:00,1266,17.62,1514.4,"Young","3","intertidal"
334,2023-03-12 22:18:00,1266,17.62,1514.4,"Young","3","intertidal"
335,2023-03-12 22:33:00,1266,17.62,1514.4,"Young","3","intertidal"
336,2023-03-12 22:48:00,1266.4,17.62,1514.8,"Young","3","intertidal"
337,2023-03-12 23:03:00,1266.4,17.62,1514.8,"Young","3","intertidal"
338,2023-03-12 23:18:00,1266.4,17.62,1514.8,"Young","3","intertidal"
339,2023-03-12 23:33:00,1266.4,17.62,1514.8,"Young","3","intertidal"
340,2023-03-12 23:48:00,1266,17.62,1514.4,"Young","3","intertidal"
341,2023-03-13 00:03:00,1266.4,17.61,1515.2,"Young","3","intertidal"
342,2023-03-13 00:18:00,1262.6,17.59,1511.4,"Young","3","intertidal"
343,2023-03-13 00:33:00,1257.1,17.52,1507.3,"Young","3","intertidal"
